max_spout,spliters,counters,<$throughput
0.0999990999991,0.0,0.11764705882352941,18689.0
0.0999990999991,0.0,0.29411764705882354,27212.0
0.0999990999991,0.0,0.47058823529411764,36900.0
0.0999990999991,0.0,0.6470588235294118,19390.0
0.0999990999991,0.0,0.8235294117647058,20828.0
0.0999990999991,0.0,1.0,21145.0
0.0999990999991,0.2,0.0,7217.6
0.0999990999991,0.2,0.11764705882352941,21514.0
0.0999990999991,0.2,0.29411764705882354,28808.0
0.0999990999991,0.2,0.47058823529411764,30669.0
0.0999990999991,0.2,0.6470588235294118,31491.0
0.0999990999991,0.2,0.8235294117647058,32561.0
0.0999990999991,0.2,1.0,31825.0
0.0999990999991,0.4,0.0,16832.0
0.0999990999991,0.4,0.11764705882352941,17911.0
0.0999990999991,0.4,0.29411764705882354,18216.0
0.0999990999991,0.4,0.47058823529411764,17859.0
0.0999990999991,0.4,0.6470588235294118,19842.0
0.0999990999991,0.4,0.8235294117647058,20932.0
0.0999990999991,0.4,1.0,21527.0
0.0999990999991,1.0,0.0,31179.0
0.0999990999991,1.0,0.11764705882352941,21251.0
0.0999990999991,1.0,0.29411764705882354,26583.0
0.0999990999991,1.0,0.47058823529411764,24757.0
0.0999990999991,1.0,0.6470588235294118,26315.0
0.0999990999991,1.0,0.8235294117647058,25927.0
0.0999990999991,1.0,1.0,28650.0
1.0,0.0,0.0,43406.0
1.0,0.0,0.11764705882352941,51949.0
1.0,0.0,0.29411764705882354,41953.0
1.0,0.0,0.47058823529411764,41829.0
1.0,0.0,0.6470588235294118,54656.0
1.0,0.0,0.8235294117647058,44024.0
1.0,0.0,1.0,50783.0
1.0,0.2,0.0,38992.0
1.0,0.2,0.11764705882352941,44107.0
1.0,0.2,0.29411764705882354,45856.0
1.0,0.2,0.47058823529411764,47756.0
1.0,0.2,0.6470588235294118,53037.0
1.0,0.2,0.8235294117647058,51455.0
1.0,0.2,1.0,65823.0
1.0,0.4,0.0,26988.0
1.0,0.4,0.11764705882352941,19133.0
1.0,0.4,0.29411764705882354,19405.0
1.0,0.4,0.47058823529411764,19266.0
1.0,0.4,0.6470588235294118,20081.0
1.0,0.4,0.8235294117647058,19319.0
1.0,0.4,1.0,20307.0
1.0,1.0,0.0,30522.0
1.0,1.0,0.11764705882352941,20812.0
1.0,1.0,0.29411764705882354,25226.0
1.0,1.0,0.47058823529411764,26987.0
1.0,1.0,0.6470588235294118,26474.0
1.0,1.0,0.8235294117647058,25167.0
1.0,1.0,1.0,26933.0
