spout_wait,spliters,counters,<$latency
0.0,1.0,0.8823529411764706,200.02
0.0,1.0,0.9411764705882353,176.57
0.0,1.0,1.0,183.64
0.00010001000100010001,0.0,0.0,394.28
0.00010001000100010001,0.0,0.058823529411764705,287.88
0.00010001000100010001,0.0,0.11764705882352941,250.71
0.00010001000100010001,0.0,0.17647058823529413,260.97
0.00010001000100010001,0.0,0.23529411764705882,218.03
0.00010001000100010001,0.0,0.29411764705882354,254.55
0.00010001000100010001,0.0,0.35294117647058826,255.09
0.00010001000100010001,0.0,0.4117647058823529,221.0
0.00010001000100010001,0.0,0.47058823529411764,254.37
0.00010001000100010001,0.0,0.5294117647058824,226.85
0.00010001000100010001,0.0,0.5882352941176471,198.53
0.00010001000100010001,0.0,0.6470588235294118,240.13
0.00010001000100010001,0.0,0.7058823529411765,237.44
0.00010001000100010001,0.0,0.7647058823529411,199.75
0.00010001000100010001,0.0,0.8235294117647058,240.04
0.00010001000100010001,0.0,0.8823529411764706,225.86
0.00010001000100010001,0.0,0.9411764705882353,194.45
0.00010001000100010001,0.0,1.0,243.6
0.00010001000100010001,0.2,0.0,355.89
0.00010001000100010001,0.2,0.058823529411764705,274.71
0.00010001000100010001,0.2,0.11764705882352941,255.64
0.00010001000100010001,0.2,0.17647058823529413,220.19
0.00010001000100010001,0.2,0.23529411764705882,228.45
0.00010001000100010001,0.2,0.29411764705882354,241.03
0.00010001000100010001,0.2,0.35294117647058826,216.74
0.00010001000100010001,0.2,0.4117647058823529,241.67
0.00010001000100010001,0.2,0.47058823529411764,232.8
0.00010001000100010001,0.2,0.5294117647058824,194.83
0.00010001000100010001,0.2,0.5882352941176471,205.18
0.00010001000100010001,0.2,0.6470588235294118,217.96
0.00010001000100010001,0.2,0.7058823529411765,207.82
0.00010001000100010001,0.2,0.7647058823529411,193.07
0.00010001000100010001,0.2,0.8235294117647058,202.01
0.00010001000100010001,0.2,0.8823529411764706,181.3
0.00010001000100010001,0.2,0.9411764705882353,193.05
0.00010001000100010001,0.2,1.0,186.91
0.00010001000100010001,0.4,0.0,352.62
0.00010001000100010001,0.4,0.058823529411764705,274.3
0.00010001000100010001,0.4,0.11764705882352941,221.1
0.00010001000100010001,0.4,0.17647058823529413,243.64
0.00010001000100010001,0.4,0.23529411764705882,229.09
0.00010001000100010001,0.4,0.29411764705882354,224.49
0.00010001000100010001,0.4,0.35294117647058826,201.25
0.00010001000100010001,0.4,0.4117647058823529,205.46
0.00010001000100010001,0.4,0.47058823529411764,196.91
0.00010001000100010001,0.4,0.5294117647058824,204.66
0.00010001000100010001,0.4,0.5882352941176471,193.69
0.00010001000100010001,0.4,0.6470588235294118,190.63
0.00010001000100010001,0.4,0.7058823529411765,221.8
0.00010001000100010001,0.4,0.7647058823529411,191.8
0.00010001000100010001,0.4,0.8235294117647058,180.54
0.00010001000100010001,0.4,0.8823529411764706,184.12
0.00010001000100010001,0.4,0.9411764705882353,190.63
0.00010001000100010001,0.4,1.0,180.34
0.00010001000100010001,0.6,0.0,397.62
0.00010001000100010001,0.6,0.058823529411764705,267.68
0.00010001000100010001,0.6,0.11764705882352941,214.45
0.00010001000100010001,0.6,0.17647058823529413,233.05
0.00010001000100010001,0.6,0.23529411764705882,227.55
0.00010001000100010001,0.6,0.29411764705882354,208.06
0.00010001000100010001,0.6,0.35294117647058826,209.67
0.00010001000100010001,0.6,0.4117647058823529,203.77
0.00010001000100010001,0.6,0.47058823529411764,217.53
0.00010001000100010001,0.6,0.5294117647058824,194.84
0.00010001000100010001,0.6,0.5882352941176471,199.5
0.00010001000100010001,0.6,0.6470588235294118,196.45
0.00010001000100010001,0.6,0.7058823529411765,179.29
0.00010001000100010001,0.6,0.7647058823529411,184.11
0.00010001000100010001,0.6,0.8235294117647058,167.28
0.00010001000100010001,0.6,0.8823529411764706,188.85
0.00010001000100010001,0.6,0.9411764705882353,176.63
0.00010001000100010001,0.6,1.0,175.4
0.00010001000100010001,0.8,0.0,354.76
0.00010001000100010001,0.8,0.058823529411764705,251.8
0.00010001000100010001,0.8,0.11764705882352941,216.68
0.00010001000100010001,0.8,0.17647058823529413,225.32
0.00010001000100010001,0.8,0.23529411764705882,219.74
0.00010001000100010001,0.8,0.29411764705882354,231.34
0.00010001000100010001,0.8,0.35294117647058826,201.11
0.00010001000100010001,0.8,0.4117647058823529,206.31
0.00010001000100010001,0.8,0.47058823529411764,193.94
0.00010001000100010001,0.8,0.5294117647058824,189.89
0.00010001000100010001,0.8,0.5882352941176471,172.4
0.00010001000100010001,0.8,0.6470588235294118,182.27
0.00010001000100010001,0.8,0.7058823529411765,193.39
0.00010001000100010001,0.8,0.7647058823529411,192.2
0.00010001000100010001,0.8,0.8235294117647058,191.47
0.00010001000100010001,0.8,0.8823529411764706,184.15
0.00010001000100010001,0.8,0.9411764705882353,185.56
0.00010001000100010001,0.8,1.0,183.08
0.00010001000100010001,1.0,0.0,360.35
0.00010001000100010001,1.0,0.058823529411764705,252.95
0.00010001000100010001,1.0,0.11764705882352941,224.68
0.00010001000100010001,1.0,0.17647058823529413,221.29
0.00010001000100010001,1.0,0.23529411764705882,234.81
0.00010001000100010001,1.0,0.29411764705882354,204.54
0.00010001000100010001,1.0,0.35294117647058826,201.3
0.00010001000100010001,1.0,0.4117647058823529,202.27
0.00010001000100010001,1.0,0.47058823529411764,198.56
0.00010001000100010001,1.0,0.5294117647058824,188.78
0.00010001000100010001,1.0,0.5882352941176471,195.47
0.00010001000100010001,1.0,0.6470588235294118,201.68
0.00010001000100010001,1.0,0.7058823529411765,192.96
0.00010001000100010001,1.0,0.7647058823529411,199.41
0.00010001000100010001,1.0,0.8235294117647058,185.57
0.00010001000100010001,1.0,0.8823529411764706,180.35
0.00010001000100010001,1.0,0.9411764705882353,153.76
0.00010001000100010001,1.0,1.0,174.71
0.00020002000200020003,0.0,0.0,404.54
0.00020002000200020003,0.0,0.058823529411764705,275.28
0.00020002000200020003,0.0,0.11764705882352941,272.99
0.00020002000200020003,0.0,0.17647058823529413,264.35
0.00020002000200020003,0.0,0.23529411764705882,218.59
0.00020002000200020003,0.0,0.29411764705882354,251.15
0.00020002000200020003,0.0,0.35294117647058826,255.93
0.00020002000200020003,0.0,0.4117647058823529,225.94
0.00020002000200020003,0.0,0.47058823529411764,252.01
0.00020002000200020003,0.0,0.5294117647058824,232.12
0.00020002000200020003,0.0,0.5882352941176471,199.7
0.00020002000200020003,0.0,0.6470588235294118,245.45
0.00020002000200020003,0.0,0.7058823529411765,227.01
0.00020002000200020003,0.0,0.7647058823529411,201.8
0.00020002000200020003,0.0,0.8235294117647058,218.17
0.00020002000200020003,0.0,0.8823529411764706,247.98
0.00020002000200020003,0.0,0.9411764705882353,179.54
0.00020002000200020003,0.0,1.0,230.73
0.00020002000200020003,0.2,0.0,365.54
0.00020002000200020003,0.2,0.058823529411764705,265.24
0.00020002000200020003,0.2,0.11764705882352941,259.6
0.00020002000200020003,0.2,0.17647058823529413,216.28
0.00020002000200020003,0.2,0.23529411764705882,221.2
0.00020002000200020003,0.2,0.29411764705882354,225.96
0.00020002000200020003,0.2,0.35294117647058826,203.96
0.00020002000200020003,0.2,0.4117647058823529,236.21
0.00020002000200020003,0.2,0.47058823529411764,219.19
0.00020002000200020003,0.2,0.5294117647058824,186.49
0.00020002000200020003,0.2,0.5882352941176471,207.75
0.00020002000200020003,0.2,0.6470588235294118,207.91
0.00020002000200020003,0.2,0.7058823529411765,185.06
0.00020002000200020003,0.2,0.7647058823529411,193.89
0.00020002000200020003,0.2,0.8235294117647058,197.79
0.00020002000200020003,0.2,0.8823529411764706,183.14
0.00020002000200020003,0.2,0.9411764705882353,176.29
0.00020002000200020003,0.2,1.0,189.41
0.00020002000200020003,0.4,0.0,361.64
0.00020002000200020003,0.4,0.058823529411764705,266.57
0.00020002000200020003,0.4,0.11764705882352941,228.82
0.00020002000200020003,0.4,0.17647058823529413,232.12
0.00020002000200020003,0.4,0.23529411764705882,225.43
0.00020002000200020003,0.4,0.29411764705882354,213.03
0.00020002000200020003,0.4,0.35294117647058826,197.74
0.00020002000200020003,0.4,0.4117647058823529,212.64
0.00020002000200020003,0.4,0.47058823529411764,190.21
0.00020002000200020003,0.4,0.5294117647058824,177.34
0.00020002000200020003,0.4,0.5882352941176471,190.27
0.00020002000200020003,0.4,0.6470588235294118,187.35
0.00020002000200020003,0.4,0.7058823529411765,176.05
0.00020002000200020003,0.4,0.7647058823529411,200.7
0.00020002000200020003,0.4,0.8235294117647058,165.65
0.00020002000200020003,0.4,0.8823529411764706,172.01
0.00020002000200020003,0.4,0.9411764705882353,174.83
0.00020002000200020003,0.4,1.0,188.06
0.00020002000200020003,0.6,0.0,337.37
0.00020002000200020003,0.6,0.058823529411764705,247.43
0.00020002000200020003,0.6,0.11764705882352941,209.99
0.00020002000200020003,0.6,0.17647058823529413,215.8
0.00020002000200020003,0.6,0.23529411764705882,206.58
0.00020002000200020003,0.6,0.29411764705882354,210.27
0.00020002000200020003,0.6,0.35294117647058826,209.23
0.00020002000200020003,0.6,0.4117647058823529,198.12
0.00020002000200020003,0.6,0.47058823529411764,207.85
0.00020002000200020003,0.6,0.5294117647058824,194.14
0.00020002000200020003,0.6,0.5882352941176471,201.36
0.00020002000200020003,0.6,0.6470588235294118,187.32
0.00020002000200020003,0.6,0.7058823529411765,194.27
0.00020002000200020003,0.6,0.7647058823529411,182.39
0.00020002000200020003,0.6,0.8235294117647058,175.48
0.00020002000200020003,0.6,0.8823529411764706,183.51
0.00020002000200020003,0.6,0.9411764705882353,180.59
0.00020002000200020003,0.6,1.0,173.4
0.00020002000200020003,0.8,0.0,354.78
0.00020002000200020003,0.8,0.058823529411764705,243.79
0.00020002000200020003,0.8,0.11764705882352941,229.53
0.00020002000200020003,0.8,0.17647058823529413,217.38
0.00020002000200020003,0.8,0.23529411764705882,228.3
0.00020002000200020003,0.8,0.29411764705882354,193.27
0.00020002000200020003,0.8,0.35294117647058826,206.99
0.00020002000200020003,0.8,0.4117647058823529,195.85
0.00020002000200020003,0.8,0.47058823529411764,203.63
0.00020002000200020003,0.8,0.5294117647058824,168.4
0.00020002000200020003,0.8,0.5882352941176471,200.89
0.00020002000200020003,0.8,0.6470588235294118,189.32
0.00020002000200020003,0.8,0.7058823529411765,189.93
0.00020002000200020003,0.8,0.7647058823529411,222.4
0.00020002000200020003,0.8,0.8235294117647058,186.5
0.00020002000200020003,0.8,0.8823529411764706,184.23
0.00020002000200020003,0.8,0.9411764705882353,158.35
0.00020002000200020003,0.8,1.0,171.45
0.00020002000200020003,1.0,0.0,370.78
0.00020002000200020003,1.0,0.058823529411764705,237.77
0.00020002000200020003,1.0,0.11764705882352941,217.07
0.00020002000200020003,1.0,0.17647058823529413,220.31
0.00020002000200020003,1.0,0.23529411764705882,214.64
0.00020002000200020003,1.0,0.29411764705882354,190.44
0.00020002000200020003,1.0,0.35294117647058826,221.76
0.00020002000200020003,1.0,0.4117647058823529,205.63
0.00020002000200020003,1.0,0.47058823529411764,195.01
0.00020002000200020003,1.0,0.5294117647058824,168.97
0.00020002000200020003,1.0,0.5882352941176471,194.02
0.00020002000200020003,1.0,0.6470588235294118,179.05
0.00020002000200020003,1.0,0.7058823529411765,191.11
0.00020002000200020003,1.0,0.7647058823529411,191.5
0.00020002000200020003,1.0,0.8235294117647058,182.76
0.00020002000200020003,1.0,0.8823529411764706,186.97
0.00020002000200020003,1.0,0.9411764705882353,176.14
0.00020002000200020003,1.0,1.0,179.24
0.00030003000300030005,0.0,0.0,383.41
0.00030003000300030005,0.0,0.058823529411764705,261.68
0.00030003000300030005,0.0,0.11764705882352941,267.28
0.00030003000300030005,0.0,0.17647058823529413,276.04
0.00030003000300030005,0.0,0.23529411764705882,224.85
0.00030003000300030005,0.0,0.29411764705882354,237.17
0.00030003000300030005,0.0,0.35294117647058826,247.06
0.00030003000300030005,0.0,0.4117647058823529,206.88
0.00030003000300030005,0.0,0.47058823529411764,241.96
0.00030003000300030005,0.0,0.5294117647058824,226.81
0.00030003000300030005,0.0,0.5882352941176471,185.58
0.00030003000300030005,0.0,0.6470588235294118,250.76
0.00030003000300030005,0.0,0.7058823529411765,228.0
0.00030003000300030005,0.0,0.7647058823529411,195.36
0.00030003000300030005,0.0,0.8235294117647058,232.15
0.00030003000300030005,0.0,0.8823529411764706,217.78
0.00030003000300030005,0.0,0.9411764705882353,182.57
0.00030003000300030005,0.0,1.0,216.52
0.00030003000300030005,0.2,0.0,359.3
0.00030003000300030005,0.2,0.058823529411764705,261.6
0.00030003000300030005,0.2,0.11764705882352941,243.11
0.00030003000300030005,0.2,0.17647058823529413,228.56
0.00030003000300030005,0.2,0.23529411764705882,219.72
0.00030003000300030005,0.2,0.29411764705882354,224.19
0.00030003000300030005,0.2,0.35294117647058826,211.13
0.00030003000300030005,0.2,0.4117647058823529,207.97
0.00030003000300030005,0.2,0.47058823529411764,202.22
0.00030003000300030005,0.2,0.5294117647058824,184.34
0.00030003000300030005,0.2,0.5882352941176471,198.19
0.00030003000300030005,0.2,0.6470588235294118,199.59
0.00030003000300030005,0.2,0.7058823529411765,182.28
0.00030003000300030005,0.2,0.7647058823529411,174.34
0.00030003000300030005,0.2,0.8235294117647058,192.56
0.00030003000300030005,0.2,0.8823529411764706,188.14
0.00030003000300030005,0.2,0.9411764705882353,173.89
0.00030003000300030005,0.2,1.0,189.06
0.00030003000300030005,0.4,0.0,331.87
0.00030003000300030005,0.4,0.058823529411764705,257.58
0.00030003000300030005,0.4,0.11764705882352941,212.78
0.00030003000300030005,0.4,0.17647058823529413,225.14
0.00030003000300030005,0.4,0.23529411764705882,220.2
0.00030003000300030005,0.4,0.29411764705882354,215.49
0.00030003000300030005,0.4,0.35294117647058826,198.19
0.00030003000300030005,0.4,0.4117647058823529,224.92
0.00030003000300030005,0.4,0.47058823529411764,178.78
0.00030003000300030005,0.4,0.5294117647058824,190.41
0.00030003000300030005,0.4,0.5882352941176471,201.79
0.00030003000300030005,0.4,0.6470588235294118,187.9
0.00030003000300030005,0.4,0.7058823529411765,192.35
0.00030003000300030005,0.4,0.7647058823529411,196.77
0.00030003000300030005,0.4,0.8235294117647058,199.68
0.00030003000300030005,0.4,0.8823529411764706,205.3
0.00030003000300030005,0.4,0.9411764705882353,160.5
0.00030003000300030005,0.4,1.0,170.91
0.00030003000300030005,0.6,0.0,357.96
0.00030003000300030005,0.6,0.058823529411764705,248.93
0.00030003000300030005,0.6,0.11764705882352941,210.11
0.00030003000300030005,0.6,0.17647058823529413,222.45
0.00030003000300030005,0.6,0.23529411764705882,206.77
0.00030003000300030005,0.6,0.29411764705882354,213.07
0.00030003000300030005,0.6,0.35294117647058826,210.53
0.00030003000300030005,0.6,0.4117647058823529,184.96
0.00030003000300030005,0.6,0.47058823529411764,201.85
0.00030003000300030005,0.6,0.5294117647058824,173.08
0.00030003000300030005,0.6,0.5882352941176471,184.26
0.00030003000300030005,0.6,0.6470588235294118,192.52
0.00030003000300030005,0.6,0.7058823529411765,170.21
0.00030003000300030005,0.6,0.7647058823529411,180.45
0.00030003000300030005,0.6,0.8235294117647058,177.56
0.00030003000300030005,0.6,0.8823529411764706,174.71
0.00030003000300030005,0.6,0.9411764705882353,164.28
0.00030003000300030005,0.6,1.0,177.62
0.00030003000300030005,0.8,0.0,368.29
0.00030003000300030005,0.8,0.058823529411764705,251.24
0.00030003000300030005,0.8,0.11764705882352941,230.85
0.00030003000300030005,0.8,0.17647058823529413,222.95
0.00030003000300030005,0.8,0.23529411764705882,216.81
0.00030003000300030005,0.8,0.29411764705882354,209.14
0.00030003000300030005,0.8,0.35294117647058826,206.56
0.00030003000300030005,0.8,0.4117647058823529,204.36
0.00030003000300030005,0.8,0.47058823529411764,195.46
0.00030003000300030005,0.8,0.5294117647058824,189.94
0.00030003000300030005,0.8,0.5882352941176471,191.82
0.00030003000300030005,0.8,0.6470588235294118,177.95
0.00030003000300030005,0.8,0.7058823529411765,194.42
0.00030003000300030005,0.8,0.7647058823529411,204.91
0.00030003000300030005,0.8,0.8235294117647058,204.49
0.00030003000300030005,0.8,0.8823529411764706,189.39
0.00030003000300030005,0.8,0.9411764705882353,169.08
0.00030003000300030005,0.8,1.0,155.54
0.00030003000300030005,1.0,0.0,344.91
0.00030003000300030005,1.0,0.058823529411764705,242.99
0.00030003000300030005,1.0,0.11764705882352941,212.5
0.00030003000300030005,1.0,0.17647058823529413,212.93
0.00030003000300030005,1.0,0.23529411764705882,223.32
0.00030003000300030005,1.0,0.29411764705882354,216.46
0.00030003000300030005,1.0,0.35294117647058826,214.25
0.00030003000300030005,1.0,0.4117647058823529,213.37
0.00030003000300030005,1.0,0.47058823529411764,187.03
0.00030003000300030005,1.0,0.5294117647058824,177.6
0.00030003000300030005,1.0,0.5882352941176471,183.68
0.00030003000300030005,1.0,0.6470588235294118,174.85
0.00030003000300030005,1.0,0.7058823529411765,196.24
0.00030003000300030005,1.0,0.7647058823529411,184.74
0.00030003000300030005,1.0,0.8235294117647058,173.86
0.00030003000300030005,1.0,0.8823529411764706,171.79
0.00030003000300030005,1.0,0.9411764705882353,162.25
0.00030003000300030005,1.0,1.0,174.67
0.00040004000400040005,0.0,0.0,362.94
0.00040004000400040005,0.0,0.058823529411764705,249.4
0.00040004000400040005,0.0,0.11764705882352941,241.24
0.00040004000400040005,0.0,0.17647058823529413,260.07
0.00040004000400040005,0.0,0.23529411764705882,215.06
0.00040004000400040005,0.0,0.29411764705882354,243.86
0.00040004000400040005,0.0,0.35294117647058826,249.22
0.00040004000400040005,0.0,0.4117647058823529,200.64
0.00040004000400040005,0.0,0.47058823529411764,227.65
0.00040004000400040005,0.0,0.5294117647058824,230.79
0.00040004000400040005,0.0,0.5882352941176471,198.63
0.00040004000400040005,0.0,0.6470588235294118,228.83
0.00040004000400040005,0.0,0.7058823529411765,239.35
0.00040004000400040005,0.0,0.7647058823529411,198.4
0.00040004000400040005,0.0,0.8235294117647058,208.71
0.00040004000400040005,0.0,0.8823529411764706,220.23
0.00040004000400040005,0.0,0.9411764705882353,189.04
0.00040004000400040005,0.0,1.0,224.22
0.00040004000400040005,0.2,0.0,359.04
0.00040004000400040005,0.2,0.058823529411764705,259.18
0.00040004000400040005,0.2,0.11764705882352941,249.61
0.00040004000400040005,0.2,0.17647058823529413,224.41
0.00040004000400040005,0.2,0.23529411764705882,217.24
0.00040004000400040005,0.2,0.29411764705882354,224.04
0.00040004000400040005,0.2,0.35294117647058826,198.78
0.00040004000400040005,0.2,0.4117647058823529,223.09
0.00040004000400040005,0.2,0.47058823529411764,216.0
0.00040004000400040005,0.2,0.5294117647058824,181.31
0.00040004000400040005,0.2,0.5882352941176471,212.48
0.00040004000400040005,0.2,0.6470588235294118,191.29
0.00040004000400040005,0.2,0.7058823529411765,170.21
0.00040004000400040005,0.2,0.7647058823529411,191.35
0.00040004000400040005,0.2,0.8235294117647058,194.87
0.00040004000400040005,0.2,0.8823529411764706,185.05
0.00040004000400040005,0.2,0.9411764705882353,170.76
0.00040004000400040005,0.2,1.0,179.81
0.00040004000400040005,0.4,0.0,349.23
0.00040004000400040005,0.4,0.058823529411764705,243.76
0.00040004000400040005,0.4,0.11764705882352941,222.38
0.00040004000400040005,0.4,0.17647058823529413,226.06
0.00040004000400040005,0.4,0.23529411764705882,221.88
0.00040004000400040005,0.4,0.29411764705882354,209.67
0.00040004000400040005,0.4,0.35294117647058826,207.19
0.00040004000400040005,0.4,0.4117647058823529,205.44
0.00040004000400040005,0.4,0.47058823529411764,184.29
0.00040004000400040005,0.4,0.5294117647058824,190.96
0.00040004000400040005,0.4,0.5882352941176471,200.19
0.00040004000400040005,0.4,0.6470588235294118,176.63
0.00040004000400040005,0.4,0.7058823529411765,201.25
0.00040004000400040005,0.4,0.7647058823529411,203.26
0.00040004000400040005,0.4,0.8235294117647058,169.51
0.00040004000400040005,0.4,0.8823529411764706,175.26
0.00040004000400040005,0.4,0.9411764705882353,168.34
0.00040004000400040005,0.4,1.0,178.11
0.00040004000400040005,0.6,0.0,331.36
0.00040004000400040005,0.6,0.058823529411764705,251.42
0.00040004000400040005,0.6,0.11764705882352941,203.89
0.00040004000400040005,0.6,0.17647058823529413,224.25
0.00040004000400040005,0.6,0.23529411764705882,205.4
0.00040004000400040005,0.6,0.29411764705882354,203.5
0.00040004000400040005,0.6,0.35294117647058826,209.43
0.00040004000400040005,0.6,0.4117647058823529,197.27
0.00040004000400040005,0.6,0.47058823529411764,176.21
0.00040004000400040005,0.6,0.5294117647058824,175.97
0.00040004000400040005,0.6,0.5882352941176471,196.1
0.00040004000400040005,0.6,0.6470588235294118,176.54
0.00040004000400040005,0.6,0.7058823529411765,186.37
0.00040004000400040005,0.6,0.7647058823529411,189.93
0.00040004000400040005,0.6,0.8235294117647058,183.81
0.00040004000400040005,0.6,0.8823529411764706,179.67
0.00040004000400040005,0.6,0.9411764705882353,165.35
0.00040004000400040005,0.6,1.0,175.06
0.00040004000400040005,0.8,0.0,338.59
0.00040004000400040005,0.8,0.058823529411764705,245.87
0.00040004000400040005,0.8,0.11764705882352941,212.96
0.00040004000400040005,0.8,0.17647058823529413,206.94
0.00040004000400040005,0.8,0.23529411764705882,205.54
0.00040004000400040005,0.8,0.29411764705882354,195.66
0.00040004000400040005,0.8,0.35294117647058826,193.77
0.00040004000400040005,0.8,0.4117647058823529,189.07
0.00040004000400040005,0.8,0.47058823529411764,188.49
0.00040004000400040005,0.8,0.5294117647058824,177.23
0.00040004000400040005,0.8,0.5882352941176471,194.77
0.00040004000400040005,0.8,0.6470588235294118,169.53
0.00040004000400040005,0.8,0.7058823529411765,185.46
0.00040004000400040005,0.8,0.7647058823529411,192.49
0.00040004000400040005,0.8,0.8235294117647058,175.37
0.00040004000400040005,0.8,0.8823529411764706,173.59
0.00040004000400040005,0.8,0.9411764705882353,166.1
0.00040004000400040005,0.8,1.0,165.71
0.00040004000400040005,1.0,0.0,336.16
0.00040004000400040005,1.0,0.058823529411764705,249.77
0.00040004000400040005,1.0,0.11764705882352941,200.2
0.00040004000400040005,1.0,0.17647058823529413,204.13
0.00040004000400040005,1.0,0.23529411764705882,217.29
0.00040004000400040005,1.0,0.29411764705882354,201.82
0.00040004000400040005,1.0,0.35294117647058826,197.09
0.00040004000400040005,1.0,0.4117647058823529,190.93
0.00040004000400040005,1.0,0.47058823529411764,185.28
0.00040004000400040005,1.0,0.5294117647058824,172.33
0.00040004000400040005,1.0,0.5882352941176471,178.14
0.00040004000400040005,1.0,0.6470588235294118,185.76
0.00040004000400040005,1.0,0.7058823529411765,193.66
0.00040004000400040005,1.0,0.7647058823529411,186.76
0.00040004000400040005,1.0,0.8235294117647058,179.37
0.00040004000400040005,1.0,0.8823529411764706,220.6
0.00040004000400040005,1.0,0.9411764705882353,188.77
0.00040004000400040005,1.0,1.0,176.48
0.0005000500050005,0.0,0.0,350.32
0.0005000500050005,0.0,0.058823529411764705,273.81
0.0005000500050005,0.0,0.11764705882352941,248.23
0.0005000500050005,0.0,0.17647058823529413,258.19
0.0005000500050005,0.0,0.23529411764705882,222.17
0.0005000500050005,0.0,0.29411764705882354,245.38
0.0005000500050005,0.0,0.35294117647058826,242.95
0.0005000500050005,0.0,0.4117647058823529,211.54
0.0005000500050005,0.0,0.47058823529411764,238.75
0.0005000500050005,0.0,0.5294117647058824,231.09
0.0005000500050005,0.0,0.5882352941176471,209.92
0.0005000500050005,0.0,0.6470588235294118,224.36
