max_spout,spliters,counters,<$throughput
9.000009000009e-06,1.0,0.0,7599.1
9.000009000009e-06,1.0,0.11764705882352941,16448.0
9.000009000009e-06,1.0,0.29411764705882354,17588.0
9.000009000009e-06,1.0,0.47058823529411764,18337.0
9.000009000009e-06,1.0,0.6470588235294118,17812.0
9.000009000009e-06,1.0,0.8235294117647058,18604.0
9.000009000009e-06,1.0,1.0,17697.0
9.9000099000099e-05,0.0,0.0,8600.1
9.9000099000099e-05,0.0,0.11764705882352941,17561.0
9.9000099000099e-05,0.0,0.29411764705882354,17933.0
9.9000099000099e-05,0.0,0.47058823529411764,19721.0
9.9000099000099e-05,0.0,0.6470588235294118,20382.0
9.9000099000099e-05,0.0,0.8235294117647058,17886.0
9.9000099000099e-05,0.0,1.0,21201.0
9.9000099000099e-05,0.2,0.0,7677.3
9.9000099000099e-05,0.2,0.11764705882352941,18789.0
9.9000099000099e-05,0.2,0.29411764705882354,21809.0
9.9000099000099e-05,0.2,0.47058823529411764,24019.0
9.9000099000099e-05,0.2,0.6470588235294118,26077.0
9.9000099000099e-05,0.2,0.8235294117647058,28395.0
9.9000099000099e-05,0.2,1.0,28405.0
9.9000099000099e-05,0.4,0.0,7864.7
9.9000099000099e-05,0.4,0.11764705882352941,17860.0
9.9000099000099e-05,0.4,0.29411764705882354,20076.0
9.9000099000099e-05,0.4,0.47058823529411764,21596.0
9.9000099000099e-05,0.4,0.6470588235294118,20701.0
9.9000099000099e-05,0.4,0.8235294117647058,20075.0
9.9000099000099e-05,0.4,1.0,19610.0
9.9000099000099e-05,1.0,0.0,8636.8
9.9000099000099e-05,1.0,0.11764705882352941,19318.0
9.9000099000099e-05,1.0,0.29411764705882354,21305.0
9.9000099000099e-05,1.0,0.47058823529411764,22039.0
9.9000099000099e-05,1.0,0.6470588235294118,23470.0
9.9000099000099e-05,1.0,0.8235294117647058,21993.0
9.9000099000099e-05,1.0,1.0,23940.0
0.000999000999000999,0.0,0.0,9036.2
0.000999000999000999,0.0,0.11764705882352941,20665.0
0.000999000999000999,0.0,0.29411764705882354,22127.0
0.000999000999000999,0.0,0.47058823529411764,20011.0
0.000999000999000999,0.0,0.6470588235294118,22722.0
0.000999000999000999,0.0,0.8235294117647058,20768.0
0.000999000999000999,0.0,1.0,23878.0
0.000999000999000999,0.2,0.0,7755.1
0.000999000999000999,0.2,0.11764705882352941,22093.0
0.000999000999000999,0.2,0.29411764705882354,28725.0
0.000999000999000999,0.2,0.47058823529411764,29274.0
0.000999000999000999,0.2,0.6470588235294118,33903.0
0.000999000999000999,0.2,0.8235294117647058,35508.0
0.000999000999000999,0.2,1.0,34045.0
0.000999000999000999,0.4,0.0,8044.5
0.000999000999000999,0.4,0.11764705882352941,18655.0
0.000999000999000999,0.4,0.29411764705882354,20312.0
0.000999000999000999,0.4,0.47058823529411764,20589.0
0.000999000999000999,0.4,0.6470588235294118,20562.0
0.000999000999000999,0.4,0.8235294117647058,19776.0
0.000999000999000999,0.4,1.0,21098.0
0.000999000999000999,1.0,0.0,9131.9
0.000999000999000999,1.0,0.11764705882352941,21467.0
0.000999000999000999,1.0,0.29411764705882354,25035.0
0.000999000999000999,1.0,0.47058823529411764,24362.0
0.000999000999000999,1.0,0.6470588235294118,23951.0
0.000999000999000999,1.0,0.8235294117647058,24693.0
0.000999000999000999,1.0,1.0,23876.0
0.00999900999901,0.0,0.0,8808.6
0.00999900999901,0.0,0.11764705882352941,16015.0
0.00999900999901,0.0,0.29411764705882354,18745.0
0.00999900999901,0.0,0.47058823529411764,18112.0
0.00999900999901,0.0,0.6470588235294118,19184.0
0.00999900999901,0.0,0.8235294117647058,19210.0
0.00999900999901,0.0,1.0,19317.0
0.00999900999901,0.2,0.0,6913.8
0.00999900999901,0.2,0.11764705882352941,23990.0
0.00999900999901,0.2,0.29411764705882354,27670.0
0.00999900999901,0.2,0.47058823529411764,30740.0
0.00999900999901,0.2,0.6470588235294118,31890.0
0.00999900999901,0.2,0.8235294117647058,27830.0
0.00999900999901,0.2,1.0,30901.0
0.00999900999901,0.4,0.0,8160.0
0.00999900999901,0.4,0.11764705882352941,18253.0
0.00999900999901,0.4,0.29411764705882354,16018.0
0.00999900999901,0.4,0.47058823529411764,19366.0
0.00999900999901,0.4,0.6470588235294118,18735.0
0.00999900999901,0.4,0.8235294117647058,18857.0
0.00999900999901,0.4,1.0,19010.0
0.00999900999901,1.0,0.0,8058.1
0.00999900999901,1.0,0.11764705882352941,19316.0
0.00999900999901,1.0,0.29411764705882354,26972.0
0.00999900999901,1.0,0.47058823529411764,25614.0
0.00999900999901,1.0,0.6470588235294118,26973.0
0.00999900999901,1.0,0.8235294117647058,25023.0
0.00999900999901,1.0,1.0,25694.0
0.0999990999991,0.0,0.0,7445.7
0.0999990999991,0.0,0.11764705882352941,17260.0
0.0999990999991,0.0,0.29411764705882354,18566.0
0.0999990999991,0.0,0.47058823529411764,18336.0
0.0999990999991,0.0,0.6470588235294118,17814.0
0.0999990999991,0.0,0.8235294117647058,21013.0
0.0999990999991,0.0,1.0,20186.0
0.0999990999991,0.2,0.0,6209.4
0.0999990999991,0.2,0.11764705882352941,23864.0
0.0999990999991,0.2,0.29411764705882354,26935.0
0.0999990999991,0.2,0.47058823529411764,29027.0
0.0999990999991,0.2,0.6470588235294118,29893.0
0.0999990999991,0.2,0.8235294117647058,29311.0
0.0999990999991,0.2,1.0,32366.0
0.0999990999991,0.4,0.0,9988.9
0.0999990999991,0.4,0.11764705882352941,18159.0
0.0999990999991,0.4,0.29411764705882354,17406.0
0.0999990999991,0.4,0.47058823529411764,21496.0
0.0999990999991,0.4,0.6470588235294118,19027.0
0.0999990999991,0.4,0.8235294117647058,19488.0
0.0999990999991,0.4,1.0,17900.0
0.0999990999991,1.0,0.0,7625.9
0.0999990999991,1.0,0.11764705882352941,19790.0
0.0999990999991,1.0,0.29411764705882354,24924.0
0.0999990999991,1.0,0.47058823529411764,25620.0
0.0999990999991,1.0,0.6470588235294118,25490.0
0.0999990999991,1.0,0.8235294117647058,26714.0
0.0999990999991,1.0,1.0,27324.0
1.0,0.0,0.0,48918.0
1.0,0.0,0.11764705882352941,43144.0
1.0,0.0,0.29411764705882354,32533.0
1.0,0.0,0.47058823529411764,35978.0
1.0,0.0,0.6470588235294118,38675.0
1.0,0.0,0.8235294117647058,39811.0
1.0,0.0,1.0,46272.0
1.0,0.2,0.0,35943.0
1.0,0.2,0.11764705882352941,41319.0
1.0,0.2,0.29411764705882354,52611.0
1.0,0.2,0.47058823529411764,61403.0
1.0,0.2,0.6470588235294118,60713.0
1.0,0.2,0.8235294117647058,63734.0
1.0,0.2,1.0,63113.0
1.0,0.4,0.0,46742.0
1.0,0.4,0.11764705882352941,17810.0
1.0,0.4,0.29411764705882354,18378.0
1.0,0.4,0.47058823529411764,19653.0
1.0,0.4,0.6470588235294118,19028.0
1.0,0.4,0.8235294117647058,20226.0
1.0,0.4,1.0,20100.0
1.0,1.0,0.0,36125.0
1.0,1.0,0.11764705882352941,20157.0
1.0,1.0,0.29411764705882354,24009.0
1.0,1.0,0.47058823529411764,25312.0
1.0,1.0,0.6470588235294118,26336.0
1.0,1.0,0.8235294117647058,25389.0
1.0,1.0,1.0,26278.0
