max_spout,spliters,counters,<$throughput,<$latency
9.000009000009e-06,0.2,0.6470588235294118,0.2629989589193453,5.7734
9.000009000009e-06,0.2,0.8235294117647058,0.25123022108414644,5.6023
9.000009000009e-06,0.2,1.0,0.24848202680944342,5.641
9.000009000009e-06,0.4,0.0,0.0687889192806844,13.865
9.000009000009e-06,0.4,0.11764705882352941,0.17179124069655408,7.6695
9.000009000009e-06,0.4,0.29411764705882354,0.19030113742911273,7.2908
9.000009000009e-06,0.4,0.47058823529411764,0.21333747179059404,6.5827
9.000009000009e-06,0.4,0.6470588235294118,0.2128363304816776,6.2694
9.000009000009e-06,0.4,0.8235294117647058,0.21411343252698078,6.2798
9.000009000009e-06,0.4,1.0,0.1968321402937011,7.2948
9.000009000009e-06,1.0,0.0,0.05755042128201646,13.959
9.000009000009e-06,1.0,0.11764705882352941,0.19841639346382403,7.0838
9.000009000009e-06,1.0,0.29411764705882354,0.26067107671018513,5.2988
9.000009000009e-06,1.0,0.47058823529411764,0.26029926219066646,5.0202
9.000009000009e-06,1.0,0.6470588235294118,0.2516020356036651,4.9185
9.000009000009e-06,1.0,0.8235294117647058,0.2456045057453426,5.0006
9.000009000009e-06,1.0,1.0,0.23304364132508226,5.0711
9.9000099000099e-05,0.0,0.0,0.07350611392396879,135.2
9.9000099000099e-05,0.0,0.11764705882352941,0.18672848487199878,75.825
9.9000099000099e-05,0.0,0.29411764705882354,0.23116840287881432,61.409
9.9000099000099e-05,0.0,0.47058823529411764,0.2374407521646071,62.08
9.9000099000099e-05,0.0,0.6470588235294118,0.27332893622249377,55.886
9.9000099000099e-05,0.0,0.8235294117647058,0.2572115850937942,53.539
9.9000099000099e-05,0.0,1.0,0.26118838386777626,56.687
9.9000099000099e-05,0.2,0.0,0.07730185519279391,117.57
9.9000099000099e-05,0.2,0.11764705882352941,0.23608282087593033,65.437
9.9000099000099e-05,0.2,0.29411764705882354,0.2723913169993598,53.103
9.9000099000099e-05,0.2,0.47058823529411764,0.33944725730211384,43.247
9.9000099000099e-05,0.2,0.6470588235294118,0.362257269782149,40.169
9.9000099000099e-05,0.2,0.8235294117647058,0.35538678409539143,46.001
9.9000099000099e-05,0.2,1.0,0.34919526405297224,39.447
9.9000099000099e-05,0.4,0.0,0.07276086830006402,132.78
9.9000099000099e-05,0.4,0.11764705882352941,0.20978098508215481,65.185
9.9000099000099e-05,0.4,0.29411764705882354,0.2599597793684973,58.0
9.9000099000099e-05,0.4,0.47058823529411764,0.28264046505913465,54.396
9.9000099000099e-05,0.4,0.6470588235294118,0.27250447794008287,56.731
9.9000099000099e-05,0.4,0.8235294117647058,0.31160966588423955,51.463
9.9000099000099e-05,0.4,1.0,0.2791809734427438,53.927
9.9000099000099e-05,1.0,0.0,0.0848739387120345,116.13
9.9000099000099e-05,1.0,0.11764705882352941,0.2650358558523605,55.501
9.9000099000099e-05,1.0,0.29411764705882354,0.28488751802492124,48.702
9.9000099000099e-05,1.0,0.47058823529411764,0.31002541271411665,37.915
9.9000099000099e-05,1.0,0.6470588235294118,0.33831564789488316,41.478
9.9000099000099e-05,1.0,0.8235294117647058,0.3186418100577444,32.286
9.9000099000099e-05,1.0,1.0,0.3058546237560379,33.092
0.000999000999000999,0.0,0.0,0.09818813168053696,1063.6
0.000999000999000999,0.0,0.11764705882352941,0.2600406086118709,553.74
0.000999000999000999,0.0,0.29411764705882354,0.291806501257703,511.62
0.000999000999000999,0.0,0.47058823529411764,0.3386066331710282,467.36
0.000999000999000999,0.0,0.6470588235294118,0.2884601705820352,470.82
0.000999000999000999,0.0,0.8235294117647058,0.31576428899364356,439.35
0.000999000999000999,0.0,1.0,0.3302327235575213,419.91
0.000999000999000999,0.2,0.0,0.07602151997775577,1239.5
0.000999000999000999,0.2,0.11764705882352941,0.2962359437945773,518.71
0.000999000999000999,0.2,0.29411764705882354,0.35307506773490593,463.33
0.000999000999000999,0.2,0.47058823529411764,0.3906445000549639,398.1
0.000999000999000999,0.2,0.6470588235294118,0.45967267389603417,332.68
0.000999000999000999,0.2,0.8235294117647058,0.4782633998719664,321.53
0.000999000999000999,0.2,1.0,0.46639766694471924,341.28
0.000999000999000999,0.4,0.0,0.09715190078048716,1105.8
0.000999000999000999,0.4,0.11764705882352941,0.24364843805570102,595.91
0.000999000999000999,0.4,0.29411764705882354,0.25693676566632395,549.73
0.000999000999000999,0.4,0.47058823529411764,0.3062911016702555,521.23
0.000999000999000999,0.4,0.6470588235294118,0.2935362470658984,501.11
0.000999000999000999,0.4,0.8235294117647058,0.2936979055526457,468.71
0.000999000999000999,0.4,1.0,0.28673042477383975,482.7
0.000999000999000999,1.0,0.0,0.12316436788298511,1038.1
0.000999000999000999,1.0,0.11764705882352941,0.2984021675169903,465.98
0.000999000999000999,1.0,0.29411764705882354,0.3480151570997174,310.14
0.000999000999000999,1.0,0.47058823529411764,0.35412584789876295,330.79
0.000999000999000999,1.0,0.6470588235294118,0.3658622540366124,273.88
0.000999000999000999,1.0,0.8235294117647058,0.35352771149779816,251.19
0.000999000999000999,1.0,1.0,0.3280180022890841,336.78
0.00999900999901,0.0,0.0,0.09254786707792587,11175.0
0.00999900999901,0.0,0.11764705882352941,0.2603962572827148,4961.1
0.00999900999901,0.0,0.29411764705882354,0.41461845363957917,4304.9
0.00999900999901,0.0,0.47058823529411764,0.2602022670986181,3340.5
0.00999900999901,0.0,0.6470588235294118,0.2640820707805518,5131.3
0.00999900999901,0.0,0.8235294117647058,0.2743635505376761,4748.4
0.00999900999901,0.0,1.0,0.26634528959501313,4563.6
0.00999900999901,0.2,0.0,0.056051847109869574,13541.0
0.00999900999901,0.2,0.11764705882352941,0.29694724113626514,5447.8
0.00999900999901,0.2,0.29411764705882354,0.4117894301215025,3740.0
0.00999900999901,0.2,0.47058823529411764,0.42349350456200247,3483.2
0.00999900999901,0.2,0.6470588235294118,0.5084773710450251,3138.8
0.00999900999901,0.2,0.8235294117647058,0.4718940554941253,2972.0
0.00999900999901,0.2,1.0,0.4521393884136129,3296.5
0.00999900999901,0.4,0.0,0.07628502331115379,8988.0
0.00999900999901,0.4,0.11764705882352941,0.22070909878626807,1981.7
0.00999900999901,0.4,0.29411764705882354,0.23913816627545312,1658.8
0.00999900999901,0.4,0.47058823529411764,0.2383783713877411,1802.8
0.00999900999901,0.4,0.6470588235294118,0.2509554016566761,1691.8
0.00999900999901,0.4,0.8235294117647058,0.2838529037097389,1524.7
0.00999900999901,0.4,1.0,0.28154118734925343,1384.5
0.00999900999901,1.0,0.0,0.27793620309479006,1439.6
0.00999900999901,1.0,0.11764705882352941,0.2663776212923626,1956.1
0.00999900999901,1.0,0.29411764705882354,0.3668968683517947,815.83
0.00999900999901,1.0,0.47058823529411764,0.3433270609840475,1145.3
0.00999900999901,1.0,0.6470588235294118,0.3558555937069584,1047.6
0.00999900999901,1.0,0.8235294117647058,0.3486294593493569,1007.9
0.00999900999901,1.0,1.0,0.3652479517869729,1099.8
0.0999990999991,0.0,0.0,0.05673727909367785,53025.0
0.0999990999991,0.0,0.11764705882352941,0.2380388885655719,51009.0
0.0999990999991,0.0,0.29411764705882354,0.3758204168202422,25993.0
0.0999990999991,0.0,0.47058823529411764,0.5324351587809657,17797.0
0.0999990999991,0.0,0.6470588235294118,0.24937114848655323,41428.0
0.0999990999991,0.0,0.8235294117647058,0.2726176388808059,41317.0
0.0999990999991,0.0,1.0,0.27774221291069334,41498.0
0.0999990999991,0.2,0.0,0.05259397207834617,79248.0
0.0999990999991,0.2,0.11764705882352941,0.2837074110716664,38738.0
0.0999990999991,0.2,0.29411764705882354,0.40162111130510125,35249.0
0.0999990999991,0.2,0.47058823529411764,0.4317057556887621,27780.0
0.0999990999991,0.2,0.6470588235294118,0.444994083299385,29871.0
0.0999990999991,0.2,0.8235294117647058,0.4622915413813394,27907.0
0.0999990999991,0.2,1.0,0.45039347675674274,28692.0
0.0999990999991,0.4,0.0,0.20801890757660993,24535.0
0.0999990999991,0.4,0.11764705882352941,0.22546185829663684,1806.9
0.0999990999991,0.4,0.29411764705882354,0.23039244214242757,1821.7
0.0999990999991,0.4,0.47058823529411764,0.22462123416555121,2033.3
0.0999990999991,0.4,0.6470588235294118,0.25667811208752833,1535.9
0.0999990999991,0.4,0.8235294117647058,0.27429888714297723,1579.7
0.0999990999991,0.4,1.0,0.28391756710443783,1635.1
0.0999990999991,1.0,0.0,0.43995033851287124,6540.8
0.0999990999991,1.0,0.11764705882352941,0.27945579287021405,1891.2
0.0999990999991,1.0,0.29411764705882354,0.36565209800384096,1151.3
0.0999990999991,1.0,0.47058823529411764,0.3361332583237955,1024.0
0.0999990999991,1.0,0.6470588235294118,0.361319650559015,928.18
0.0999990999991,1.0,0.8235294117647058,0.3550473012732222,834.61
0.0999990999991,1.0,1.0,0.3990669072144949,776.38
1.0,0.0,0.0,0.6376101702587182,83233.0
1.0,0.0,0.11764705882352941,0.775715015486883,53632.0
1.0,0.0,0.29411764705882354,0.6141211921343447,36772.0
1.0,0.0,0.47058823529411764,0.612116626898679,24516.0
1.0,0.0,0.6470588235294118,0.8194759678493602,73740.0
1.0,0.0,0.8235294117647058,0.6476006647396976,74403.0
1.0,0.0,1.0,0.7568656359321552,65193.0
1.0,0.2,0.0,0.5662541142084877,72496.0
1.0,0.2,0.11764705882352941,0.6489424301796995,94541.0
1.0,0.2,0.29411764705882354,0.6772164995117914,105000.0
1.0,0.2,0.47058823529411764,0.7079316119937664,70551.0
1.0,0.2,0.6470588235294118,0.7933034588449824,77350.0
1.0,0.2,0.8235294117647058,0.7677290862415695,87048.0
1.0,0.2,1.0,1.0,46988.0
1.0,0.4,0.0,0.37219926671710407,32624.0
1.0,0.4,0.11764705882352941,0.24521652537714922,1814.2
1.0,0.4,0.29411764705882354,0.24961363621667407,1592.6
1.0,0.4,0.47058823529411764,0.24736658325088748,1713.3
1.0,0.4,0.6470588235294118,0.2605417499207873,1764.9
1.0,0.4,0.8235294117647058,0.24822337323064783,1711.5
1.0,0.4,1.0,0.2641952317212749,1817.5
1.0,1.0,0.0,0.42932937593357773,961.88
1.0,1.0,0.11764705882352941,0.27235898530201036,2143.0
1.0,1.0,0.29411764705882354,0.3437150413522409,856.82
1.0,1.0,0.47058823529411764,0.3721831008684294,1218.0
1.0,1.0,0.6470588235294118,0.3638900204982961,976.39
1.0,1.0,0.8235294117647058,0.3427612562804322,974.89
1.0,1.0,1.0,0.37131014503999427,979.55
