$spouts,$max_spout,$sorters,$emit_freq,$chunk_size,$message_size,<$latency
1,10,6,300,1.00E+07,1000,2.6339
1,10,6,300,1.00E+07,10000,2.76
1,10,6,300,1.00E+07,1.00E+05,2.0424
1,10,9,1,1.00E+05,1000,2.0945
1,10,9,1,1.00E+05,10000,2
1,10,9,1,1.00E+05,1.00E+05,2.0018
1,10,9,1,1.00E+06,1000,2.3494
1,10,9,1,1.00E+06,10000,2.5222
1,10,9,1,1.00E+06,1.00E+05,2.0695
1,10,9,1,2.00E+06,1000,2.547
1,10,9,1,2.00E+06,10000,2.3422
1,10,9,1,2.00E+06,1.00E+05,2.1981
1,10,9,1,1.00E+07,1000,3.6012
1,10,9,1,1.00E+07,10000,3.5096
1,10,9,1,1.00E+07,1.00E+05,3.4209
1,10,9,10,1.00E+05,1000,2.1235
1,10,9,10,1.00E+05,10000,2.3072
1,10,9,10,1.00E+05,1.00E+05,2.2515
1,10,9,10,1.00E+06,1000,2.0142
1,10,9,10,1.00E+06,10000,2.0183
1,10,9,10,1.00E+06,1.00E+05,2.0084
1,10,9,10,2.00E+06,1000,2.3524
1,10,9,10,2.00E+06,10000,2.0814
1,10,9,10,2.00E+06,1.00E+05,2.3416
1,10,9,10,1.00E+07,1000,2.4107
1,10,9,10,1.00E+07,10000,2.5765
1,10,9,10,1.00E+07,1.00E+05,2.5576
1,10,9,60,1.00E+05,1000,1.9643
1,10,9,60,1.00E+05,10000,2.1012
1,10,9,60,1.00E+05,1.00E+05,2.0349
1,10,9,60,1.00E+06,1000,2.2994
1,10,9,60,1.00E+06,10000,2.6327
1,10,9,60,1.00E+06,1.00E+05,2.1795
1,10,9,60,2.00E+06,1000,2.0818
1,10,9,60,2.00E+06,10000,2.0524
1,10,9,60,2.00E+06,1.00E+05,2.4298
1,10,9,60,1.00E+07,1000,3.0873
1,10,9,60,1.00E+07,10000,2.3226
1,10,9,60,1.00E+07,1.00E+05,2.5393
1,10,9,120,1.00E+05,1000,2.0066
1,10,9,120,1.00E+05,10000,2
1,10,9,120,1.00E+05,1.00E+05,2
1,10,9,120,1.00E+06,1000,2
1,10,9,120,1.00E+06,10000,2.053
1,10,9,120,1.00E+06,1.00E+05,2.0456
1,10,9,120,2.00E+06,1000,2.0567
1,10,9,120,2.00E+06,10000,2.0351
1,10,9,120,2.00E+06,1.00E+05,2.2964
1,10,9,120,1.00E+07,1000,2.2571
1,10,9,120,1.00E+07,10000,2.7953
1,10,9,120,1.00E+07,1.00E+05,2.4805
1,10,9,300,1.00E+05,1000,2
1,10,9,300,1.00E+05,10000,2.0179
1,10,9,300,1.00E+05,1.00E+05,2
1,10,9,300,1.00E+06,1000,2.1671
1,10,9,300,1.00E+06,10000,2.2605
1,10,9,300,1.00E+06,1.00E+05,2.0491
1,10,9,300,2.00E+06,1000,2
1,10,9,300,2.00E+06,10000,2.0604
1,10,9,300,2.00E+06,1.00E+05,2.1089
1,10,9,300,1.00E+07,1000,2.414
1,10,9,300,1.00E+07,10000,2.2132
1,10,9,300,1.00E+07,1.00E+05,2.1701
1,10,12,1,1.00E+05,1000,2.1
1,10,12,1,1.00E+05,10000,2.0079
1,10,12,1,1.00E+05,1.00E+05,2.2571
1,10,12,1,1.00E+06,1000,2.4618
1,10,12,1,1.00E+06,10000,2.409
1,10,12,1,1.00E+06,1.00E+05,2.1411
1,10,12,1,2.00E+06,1000,2.3832
1,10,12,1,2.00E+06,10000,2.3072
1,10,12,1,2.00E+06,1.00E+05,2.3787
1,10,12,1,1.00E+07,1000,4.9708
1,10,12,1,1.00E+07,10000,3.8438
1,10,12,1,1.00E+07,1.00E+05,4.3922
1,10,12,10,1.00E+05,1000,2.0518
1,10,12,10,1.00E+05,10000,2.1
1,10,12,10,1.00E+05,1.00E+05,2.0567
1,10,12,10,1.00E+06,1000,2.0339
1,10,12,10,1.00E+06,10000,2.2843
1,10,12,10,1.00E+06,1.00E+05,2.122
1,10,12,10,2.00E+06,1000,2.2976
1,10,12,10,2.00E+06,10000,2.1278
1,10,12,10,2.00E+06,1.00E+05,2.0795
1,10,12,10,1.00E+07,1000,2.6673
1,10,12,10,1.00E+07,10000,2.4969
1,10,12,10,1.00E+07,1.00E+05,3.091
1,10,12,60,1.00E+05,1000,2.0157
1,10,12,60,1.00E+05,10000,2.3271
1,10,12,60,1.00E+05,1.00E+05,2.0343
1,10,12,60,1.00E+06,1000,2.2793
1,10,12,60,1.00E+06,10000,2.1153
1,10,12,60,1.00E+06,1.00E+05,2
1,10,12,60,2.00E+06,1000,2.1814
1,10,12,60,2.00E+06,10000,2.0976
1,10,12,60,2.00E+06,1.00E+05,2.1916
1,10,12,60,1.00E+07,1000,2.8196
1,10,12,60,1.00E+07,10000,2.7867
1,10,12,60,1.00E+07,1.00E+05,2.4771
1,10,12,120,1.00E+05,1000,2.0122
1,10,12,120,1.00E+05,10000,2.3163
1,10,12,120,1.00E+05,1.00E+05,2
1,10,12,120,1.00E+06,1000,2.0286
1,10,12,120,1.00E+06,10000,2
1,10,12,120,1.00E+06,1.00E+05,2.2256
1,10,12,120,2.00E+06,1000,2.1412
1,10,12,120,2.00E+06,10000,2.1018
1,10,12,120,2.00E+06,1.00E+05,2.2733
1,10,12,120,1.00E+07,1000,2.769
1,10,12,120,1.00E+07,10000,2.5905
1,10,12,120,1.00E+07,1.00E+05,2.121
1,10,12,300,1.00E+05,1000,2
1,10,12,300,1.00E+05,10000,2.0723
1,10,12,300,1.00E+05,1.00E+05,2.5449
1,10,12,300,1.00E+06,1000,2.1807
1,10,12,300,1.00E+06,10000,2.0536
1,10,12,300,1.00E+06,1.00E+05,1.9945
1,10,12,300,2.00E+06,1000,2.3542
1,10,12,300,2.00E+06,10000,2.1988
1,10,12,300,2.00E+06,1.00E+05,2.1
1,10,12,300,1.00E+07,1000,2.1361
1,10,12,300,1.00E+07,10000,2.1826
1,10,12,300,1.00E+07,1.00E+05,2.3586
1,10,15,1,1.00E+05,1000,2.0333
1,10,15,1,1.00E+05,10000,2.1
1,10,15,1,1.00E+05,1.00E+05,2
1,10,15,1,1.00E+06,1000,2.2071
1,10,15,1,1.00E+06,10000,2.2096
1,10,15,1,1.00E+06,1.00E+05,2.3724
1,10,15,1,2.00E+06,1000,2.3274
1,10,15,1,2.00E+06,10000,2.455
1,10,15,1,2.00E+06,1.00E+05,2.4798
1,10,15,1,1.00E+07,1000,6.5856
1,10,15,1,1.00E+07,10000,7.1202
1,10,15,1,1.00E+07,1.00E+05,6.5994
1,10,15,10,1.00E+05,1000,2.1635
1,10,15,10,1.00E+05,10000,2.2776
1,10,15,10,1.00E+05,1.00E+05,2
1,10,15,10,1.00E+06,1000,2.0619
1,10,15,10,1.00E+06,10000,2.3361
1,10,15,10,1.00E+06,1.00E+05,2.2861
1,10,15,10,2.00E+06,1000,2.1952
1,10,15,10,2.00E+06,10000,2.1307
1,10,15,10,2.00E+06,1.00E+05,2.1084
1,10,15,10,1.00E+07,1000,2.9904
1,10,15,10,1.00E+07,10000,2.4536
1,10,15,10,1.00E+07,1.00E+05,2.8006
1,10,15,60,1.00E+05,1000,2.1
1,10,15,60,1.00E+05,10000,2.038
1,10,15,60,1.00E+05,1.00E+05,2.1
1,10,15,60,1.00E+06,1000,2.3238
1,10,15,60,1.00E+06,10000,2.077
1,10,15,60,1.00E+06,1.00E+05,2.1497
1,10,15,60,2.00E+06,1000,2.3564
1,10,15,60,2.00E+06,10000,2.1599
1,10,15,60,2.00E+06,1.00E+05,2.1018
1,10,15,60,1.00E+07,1000,2.991
1,10,15,60,1.00E+07,10000,4.521
1,10,15,60,1.00E+07,1.00E+05,2.5627
1,10,15,120,1.00E+05,1000,2.0262
1,10,15,120,1.00E+05,10000,2
1,10,15,120,1.00E+05,1.00E+05,2
1,10,15,120,1.00E+06,1000,2.0607
1,10,15,120,1.00E+06,10000,2.325
1,10,15,120,1.00E+06,1.00E+05,2.1482
1,10,15,120,2.00E+06,1000,2.2497
1,10,15,120,2.00E+06,10000,2.1367
1,10,15,120,2.00E+06,1.00E+05,2.3795
1,10,15,120,1.00E+07,1000,3.0916
1,10,15,120,1.00E+07,10000,3.1448
1,10,15,120,1.00E+07,1.00E+05,2.4108
1,10,15,300,1.00E+05,1000,2.0244
1,10,15,300,1.00E+05,10000,2.0595
1,10,15,300,1.00E+05,1.00E+05,2
1,10,15,300,1.00E+06,1000,2.0354
1,10,15,300,1.00E+06,10000,2.2254
1,10,15,300,1.00E+06,1.00E+05,2.1202
1,10,15,300,2.00E+06,1000,2.6599
1,10,15,300,2.00E+06,10000,2.2914
1,10,15,300,2.00E+06,1.00E+05,2.1024
1,10,15,300,1.00E+07,1000,2.3156
1,10,15,300,1.00E+07,10000,2.7642
1,10,15,300,1.00E+07,1.00E+05,2.1261
1,10,18,1,1.00E+05,1000,2.1
1,10,18,1,1.00E+05,10000,2.1384
1,10,18,1,1.00E+05,1.00E+05,2.383
1,10,18,1,1.00E+06,1000,2.2283
1,10,18,1,1.00E+06,10000,2.2114
1,10,18,1,1.00E+06,1.00E+05,2.441
1,10,18,1,2.00E+06,1000,2.6976
1,10,18,1,2.00E+06,10000,2.6994
1,10,18,1,2.00E+06,1.00E+05,2.3813
1,10,18,1,1.00E+07,1000,7.2114
1,10,18,1,1.00E+07,10000,8.8446
1,10,18,1,1.00E+07,1.00E+05,7.2377
1,10,18,10,1.00E+05,1000,2.2988
1,10,18,10,1.00E+05,10000,2.012
1,10,18,10,1.00E+05,1.00E+05,2.3144
1,10,18,10,1.00E+06,1000,2.3393
1,10,18,10,1.00E+06,10000,2.0425
1,10,18,10,1.00E+06,1.00E+05,2.1585
1,10,18,10,2.00E+06,1000,2.4479
1,10,18,10,2.00E+06,10000,2.3127
1,10,18,10,2.00E+06,1.00E+05,2.4157
1,10,18,10,1.00E+07,1000,3.3587
1,10,18,10,1.00E+07,10000,2.8242
1,10,18,10,1.00E+07,1.00E+05,3.1584
1,10,18,60,1.00E+05,1000,2.3174
1,10,18,60,1.00E+05,10000,2
1,10,18,60,1.00E+05,1.00E+05,2.1398
1,10,18,60,1.00E+06,1000,2.2855
1,10,18,60,1.00E+06,10000,2.4166
1,10,18,60,1.00E+06,1.00E+05,2.2141
1,10,18,60,2.00E+06,1000,2.1698
1,10,18,60,2.00E+06,10000,2.128
1,10,18,60,2.00E+06,1.00E+05,2.1584
1,10,18,60,1.00E+07,1000,5.4665
1,10,18,60,1.00E+07,10000,3.3012
1,10,18,60,1.00E+07,1.00E+05,2.1102
1,10,18,120,1.00E+05,1000,2.0292
1,10,18,120,1.00E+05,10000,2.0891
1,10,18,120,1.00E+05,1.00E+05,2
1,10,18,120,1.00E+06,1000,2.0211
1,10,18,120,1.00E+06,10000,2.1277
1,10,18,120,1.00E+06,1.00E+05,2.0867
1,10,18,120,2.00E+06,1000,2.2401
1,10,18,120,2.00E+06,10000,2.1648
1,10,18,120,2.00E+06,1.00E+05,2.1964
1,10,18,120,1.00E+07,1000,2.6305
1,10,18,120,1.00E+07,10000,2.328
1,10,18,120,1.00E+07,1.00E+05,2.8876
1,10,18,300,1.00E+05,1000,2.0214
1,10,18,300,1.00E+05,10000,2.3212
1,10,18,300,1.00E+05,1.00E+05,2.0207
1,10,18,300,1.00E+06,1000,2.1971
1,10,18,300,1.00E+06,10000,2.1107
1,10,18,300,1.00E+06,1.00E+05,2.2201
1,10,18,300,2.00E+06,1000,2.1164
1,10,18,300,2.00E+06,10000,2.3266
1,10,18,300,2.00E+06,1.00E+05,2.1065
1,10,18,300,1.00E+07,1000,6.7653
1,10,18,300,1.00E+07,10000,2.2512
1,10,18,300,1.00E+07,1.00E+05,2.2728
1,100,1,1,1.00E+05,1000,17.546
1,100,1,1,1.00E+05,10000,155.13
1,100,1,1,1.00E+05,1.00E+05,1662.3
1,100,1,1,1.00E+06,1000,34.843
1,100,1,1,1.00E+06,10000,228.81
1,100,1,1,1.00E+06,1.00E+05,1675.4
1,100,1,1,2.00E+06,1000,37.82
1,100,1,1,2.00E+06,10000,239.87
1,100,1,1,2.00E+06,1.00E+05,1794.8
1,100,1,1,1.00E+07,1000,40.326
1,100,1,1,1.00E+07,10000,275.42
1,100,1,1,1.00E+07,1.00E+05,1891.7
1,100,1,10,1.00E+05,1000,20.178
1,100,1,10,1.00E+05,10000,170.57
1,100,1,10,1.00E+05,1.00E+05,1867.1
1,100,1,10,1.00E+06,1000,28.753
1,100,1,10,1.00E+06,10000,181.85
1,100,1,10,1.00E+06,1.00E+05,1781
1,100,1,10,2.00E+06,1000,28.246
1,100,1,10,2.00E+06,10000,179.49
1,100,1,10,2.00E+06,1.00E+05,1933.7
1,100,1,10,1.00E+07,1000,29.721
1,100,1,10,1.00E+07,10000,187.61
1,100,1,10,1.00E+07,1.00E+05,2001.9
1,100,1,60,1.00E+05,1000,26.034
1,100,1,60,1.00E+05,10000,157.93
1,100,1,60,1.00E+05,1.00E+05,1898.6
1,100,1,60,1.00E+06,1000,26.673
1,100,1,60,1.00E+06,10000,162.74
1,100,1,60,1.00E+06,1.00E+05,1765.7
1,100,1,60,2.00E+06,1000,25.351
1,100,1,60,2.00E+06,10000,174.76
1,100,1,60,2.00E+06,1.00E+05,1867.8
1,100,1,60,1.00E+07,1000,28.637
1,100,1,60,1.00E+07,10000,185.04
1,100,1,60,1.00E+07,1.00E+05,2154.3
1,100,1,120,1.00E+05,1000,25.049
1,100,1,120,1.00E+05,10000,167.86
1,100,1,120,1.00E+05,1.00E+05,1851.6
1,100,1,120,1.00E+06,1000,26.412
1,100,1,120,1.00E+06,10000,165.35
1,100,1,120,1.00E+06,1.00E+05,1877.9
1,100,1,120,2.00E+06,1000,25.952
1,100,1,120,2.00E+06,10000,164.64
1,100,1,120,2.00E+06,1.00E+05,1923.3
1,100,1,120,1.00E+07,1000,28.107
1,100,1,120,1.00E+07,10000,189.5
1,100,1,120,1.00E+07,1.00E+05,2074.6
1,100,1,300,1.00E+05,1000,26.804
1,100,1,300,1.00E+05,10000,154.19
1,100,1,300,1.00E+05,1.00E+05,1846.1
1,100,1,300,1.00E+06,1000,26.025
1,100,1,300,1.00E+06,10000,158.98
1,100,1,300,1.00E+06,1.00E+05,1811.9
1,100,1,300,2.00E+06,1000,25.149
1,100,1,300,2.00E+06,10000,169.64
1,100,1,300,2.00E+06,1.00E+05,1862.2
1,100,1,300,1.00E+07,1000,26.875
1,100,1,300,1.00E+07,10000,181.79
1,100,1,300,1.00E+07,1.00E+05,1976.7
1,100,2,1,1.00E+05,1000,37.65
1,100,2,1,1.00E+05,10000,165.2
1,100,2,1,1.00E+05,1.00E+05,1011.7
1,100,2,1,1.00E+06,1000,45.105
1,100,2,1,1.00E+06,10000,173.78
1,100,2,1,1.00E+06,1.00E+05,1044.6
1,100,2,1,2.00E+06,1000,47.147
1,100,2,1,2.00E+06,10000,183.31
1,100,2,1,2.00E+06,1.00E+05,1082.3
1,100,2,1,1.00E+07,1000,56.995
1,100,2,1,1.00E+07,10000,217.55
1,100,2,1,1.00E+07,1.00E+05,1175.7
1,100,2,10,1.00E+05,1000,37.157
1,100,2,10,1.00E+05,10000,130.87
1,100,2,10,1.00E+05,1.00E+05,926.17
1,100,2,10,1.00E+06,1000,49.352
1,100,2,10,1.00E+06,10000,151.49
1,100,2,10,1.00E+06,1.00E+05,851.6
1,100,2,10,2.00E+06,1000,55.976
1,100,2,10,2.00E+06,10000,155.7
1,100,2,10,2.00E+06,1.00E+05,864.19
1,100,2,10,1.00E+07,1000,55.139
1,100,2,10,1.00E+07,10000,162.88
1,100,2,10,1.00E+07,1.00E+05,1008.2
1,100,2,60,1.00E+05,1000,50.247
1,100,2,60,1.00E+05,10000,138.18
1,100,2,60,1.00E+05,1.00E+05,811.93
1,100,2,60,1.00E+06,1000,50.688
1,100,2,60,1.00E+06,10000,148.5
1,100,2,60,1.00E+06,1.00E+05,834.34
1,100,2,60,2.00E+06,1000,55.184
1,100,2,60,2.00E+06,10000,153.39
1,100,2,60,2.00E+06,1.00E+05,861.74
1,100,2,60,1.00E+07,1000,51.842
1,100,2,60,1.00E+07,10000,180.33
1,100,2,60,1.00E+07,1.00E+05,930.72
1,100,2,120,1.00E+05,1000,49.791
1,100,2,120,1.00E+05,10000,139.82
1,100,2,120,1.00E+05,1.00E+05,816.42
1,100,2,120,1.00E+06,1000,50.143
1,100,2,120,1.00E+06,10000,147.14
1,100,2,120,1.00E+06,1.00E+05,819.91
1,100,2,120,2.00E+06,1000,51.918
1,100,2,120,2.00E+06,10000,166.03
