$width,$complexity,$fifo,$multiplier,<$inv_runtime
0.5,1.0,0.3333333333333333,0.1919191919191919,5.107607992
0.5,1.0,0.6666666666666666,0.1919191919191919,5.107607992
0.5,1.0,1.0,0.04040404040404041,5.058114363
0.5,1.0,0.0,0.04040404040404041,5.057963691
0.5,1.0,0.3333333333333333,0.04040404040404041,5.058114363
0.5,1.0,0.6666666666666666,0.04040404040404041,5.058114363
0.5,1.0,1.0,0.494949494949495,5.114503927
0.5,1.0,0.0,0.494949494949495,5.114503927
0.5,1.0,0.3333333333333333,0.494949494949495,5.114503927
0.5,1.0,0.6666666666666666,0.494949494949495,5.114503927
0.0,1.0,0.3333333333333333,0.010101010101010102,4.679288806
0.5,0.0,1.0,0.0,4.837142461
0.5,0.0,0.0,0.0,4.83712609
0.5,0.0,0.3333333333333333,0.0,4.837142461
0.5,0.0,0.6666666666666666,0.0,4.837142461
0.5,0.0,1.0,0.09090909090909091,5.099033291
0.5,0.0,0.0,0.09090909090909091,5.099033588
0.5,0.0,0.3333333333333333,0.09090909090909091,5.099031659
0.5,0.0,0.6666666666666666,0.09090909090909091,5.09903161
0.5,0.0,1.0,1.0,5.117968127
0.5,0.0,0.0,1.0,5.117968127
0.0,1.0,0.6666666666666666,0.010101010101010102,4.679288806
0.5,0.0,0.3333333333333333,1.0,5.117968127
0.5,0.0,0.6666666666666666,1.0,5.117968127
0.5,0.0,1.0,0.010101010101010102,4.97692226
0.5,0.0,0.0,0.010101010101010102,4.976903632
0.5,0.0,0.3333333333333333,0.010101010101010102,4.97692226
0.5,0.0,0.6666666666666666,0.010101010101010102,4.97692226
0.5,0.0,1.0,0.1919191919191919,5.110228707
0.5,0.0,0.0,0.1919191919191919,5.110228707
0.5,0.0,0.3333333333333333,0.1919191919191919,5.110228707
0.5,0.0,0.6666666666666666,0.1919191919191919,5.110228707
0.0,1.0,1.0,0.1919191919191919,5.046250314
0.5,0.0,1.0,0.04040404040404041,5.068121424
0.5,0.0,0.0,0.04040404040404041,5.068119779
0.5,0.0,0.3333333333333333,0.04040404040404041,5.068121424
0.5,0.0,0.6666666666666666,0.04040404040404041,5.068121424
0.5,0.0,1.0,0.494949494949495,5.115372185
0.5,0.0,0.0,0.494949494949495,5.115372185
0.5,0.0,0.3333333333333333,0.494949494949495,5.115372185
0.5,0.0,0.6666666666666666,0.494949494949495,5.115372185
0.75,1.0,1.0,0.0,4.850979895
0.75,1.0,0.0,0.0,4.850638689
0.0,1.0,0.0,0.1919191919191919,5.046250314
0.75,1.0,0.3333333333333333,0.0,4.850979895
0.75,1.0,0.6666666666666666,0.0,4.850979895
0.75,1.0,1.0,0.09090909090909091,5.097368445
0.75,1.0,0.0,0.09090909090909091,5.097367013
0.75,1.0,0.3333333333333333,0.09090909090909091,5.097368445
0.75,1.0,0.6666666666666666,0.09090909090909091,5.097368445
0.75,1.0,1.0,1.0,5.121424796
0.75,1.0,0.0,1.0,5.121424796
0.75,1.0,0.3333333333333333,1.0,5.121424796
0.75,1.0,0.6666666666666666,1.0,5.121424796
0.0,1.0,0.3333333333333333,0.1919191919191919,5.046250314
0.75,1.0,1.0,0.010101010101010102,4.983829961
0.75,1.0,0.0,0.010101010101010102,4.983722136
0.75,1.0,0.3333333333333333,0.010101010101010102,4.983829961
0.75,1.0,0.6666666666666666,0.010101010101010102,4.983829961
0.75,1.0,1.0,0.1919191919191919,5.111081381
0.75,1.0,0.0,0.1919191919191919,5.111081381
0.75,1.0,0.3333333333333333,0.1919191919191919,5.111081381
0.75,1.0,0.6666666666666666,0.1919191919191919,5.111081381
0.75,1.0,1.0,0.04040404040404041,5.0697917
0.75,1.0,0.0,0.04040404040404041,5.069765971
0.0,1.0,0.6666666666666666,0.1919191919191919,5.046250314
0.75,1.0,0.3333333333333333,0.04040404040404041,5.0697917
0.75,1.0,0.6666666666666666,0.04040404040404041,5.0697917
0.75,1.0,1.0,0.494949494949495,5.117955552
0.75,1.0,0.0,0.494949494949495,5.117955552
0.75,1.0,0.3333333333333333,0.494949494949495,5.117955552
0.75,1.0,0.6666666666666666,0.494949494949495,5.117955552
0.75,0.0,1.0,0.0,4.894785504
0.75,0.0,0.0,0.0,4.89476559
0.75,0.0,0.3333333333333333,0.0,4.894785504
0.75,0.0,0.6666666666666666,0.0,4.894785504
0.0,1.0,0.3333333333333333,0.0,4.33936051
0.0,1.0,1.0,0.04040404040404041,4.927881398
0.75,0.0,1.0,0.09090909090909091,5.102447958
0.75,0.0,0.0,0.09090909090909091,5.102447958
0.75,0.0,0.3333333333333333,0.09090909090909091,5.102447958
0.75,0.0,0.6666666666666666,0.09090909090909091,5.102447958
0.75,0.0,1.0,1.0,5.121427207
0.75,0.0,0.0,1.0,5.121427207
0.75,0.0,0.3333333333333333,1.0,5.121427207
0.75,0.0,0.6666666666666666,1.0,5.121427207
0.75,0.0,1.0,0.010101010101010102,5.00769312
0.75,0.0,0.0,0.010101010101010102,5.007683559
0.0,1.0,0.0,0.04040404040404041,4.925247532
0.75,0.0,0.3333333333333333,0.010101010101010102,5.00769312
0.75,0.0,0.6666666666666666,0.010101010101010102,5.00769312
0.75,0.0,1.0,0.1919191919191919,5.11366646
0.75,0.0,0.0,0.1919191919191919,5.11366646
0.75,0.0,0.3333333333333333,0.1919191919191919,5.11366646
0.75,0.0,0.6666666666666666,0.1919191919191919,5.11366646
0.75,0.0,1.0,0.04040404040404041,5.07987808
0.75,0.0,0.0,0.04040404040404041,5.079876372
0.75,0.0,0.3333333333333333,0.04040404040404041,5.07987808
0.75,0.0,0.6666666666666666,0.04040404040404041,5.07987808
0.0,1.0,0.3333333333333333,0.04040404040404041,4.927881398
0.75,0.0,1.0,0.494949494949495,5.118824889
0.75,0.0,0.0,0.494949494949495,5.118824889
0.75,0.0,0.3333333333333333,0.494949494949495,5.118824889
0.75,0.0,0.6666666666666666,0.494949494949495,5.118824889
1.0,1.0,0.0,0.0,4.878722314
1.0,1.0,0.3333333333333333,0.0,4.878750454
1.0,1.0,0.6666666666666666,0.0,4.878750454
1.0,1.0,0.0,0.09090909090909091,5.099070723
0.0,1.0,0.6666666666666666,0.04040404040404041,4.927881398
1.0,1.0,0.3333333333333333,0.09090909090909091,5.099070723
1.0,1.0,0.6666666666666666,0.09090909090909091,5.099070723
1.0,1.0,0.0,1.0,5.123157473
1.0,1.0,0.3333333333333333,1.0,5.123157473
1.0,1.0,0.6666666666666666,1.0,5.123157473
1.0,1.0,0.0,0.010101010101010102,4.998368761
1.0,1.0,0.3333333333333333,0.010101010101010102,4.998378999
1.0,1.0,0.6666666666666666,0.010101010101010102,4.998378999
0.0,1.0,1.0,0.494949494949495,5.059483872
1.0,1.0,0.0,0.1919191919191919,5.112800375
1.0,1.0,0.3333333333333333,0.1919191919191919,5.112800375
1.0,1.0,0.6666666666666666,0.1919191919191919,5.112800375
1.0,1.0,0.0,0.04040404040404041,5.073143505
1.0,1.0,0.3333333333333333,0.04040404040404041,5.07314603
1.0,1.0,0.6666666666666666,0.04040404040404041,5.07314603
1.0,1.0,0.0,0.494949494949495,5.119684617
0.0,1.0,0.0,0.494949494949495,5.059483872
1.0,1.0,0.3333333333333333,0.494949494949495,5.119684617
1.0,1.0,0.6666666666666666,0.494949494949495,5.119684617
1.0,0.0,0.0,0.0,4.923426501
1.0,0.0,0.3333333333333333,0.0,4.923426501
1.0,0.0,0.0,0.09090909090909091,5.104157682
1.0,0.0,0.3333333333333333,0.09090909090909091,5.104157682
0.0,1.0,0.3333333333333333,0.494949494949495,5.059483872
1.0,0.0,0.0,1.0,5.123159887
1.0,0.0,0.3333333333333333,1.0,5.123159887
1.0,0.0,0.0,0.010101010101010102,5.022484651
1.0,0.0,0.3333333333333333,0.010101010101010102,5.022484651
1.0,0.0,0.0,0.1919191919191919,5.115354732
0.0,1.0,0.6666666666666666,0.494949494949495,5.059483872
1.0,0.0,0.3333333333333333,0.1919191919191919,5.115354732
1.0,0.0,0.0,0.04040404040404041,5.083255384
1.0,0.0,0.3333333333333333,0.04040404040404041,5.083255384
1.0,0.0,0.0,0.494949494949495,5.120554394
1.0,0.0,0.3333333333333333,0.494949494949495,5.120554394
0.0,0.0,1.0,0.0,4.401580549
0.0,0.0,0.0,0.0,4.401360964
0.0,1.0,0.6666666666666666,0.0,4.33936051
0.0,0.0,0.3333333333333333,0.0,4.401580549
0.0,0.0,0.6666666666666666,0.0,4.401580549
0.0,0.0,1.0,0.09090909090909091,5.029859649
0.0,0.0,0.0,0.09090909090909091,5.029864975
0.0,0.0,0.3333333333333333,0.09090909090909091,5.029864975
0.0,0.0,0.6666666666666666,0.09090909090909091,5.029858801
0.0,0.0,1.0,1.0,5.066162087
0.0,0.0,0.0,1.0,5.066162087
0.0,0.0,0.3333333333333333,1.0,5.066162087
0.0,0.0,0.6666666666666666,1.0,5.066162087
0.0,1.0,1.0,0.09090909090909091,5.020146292
0.0,0.0,1.0,0.010101010101010102,4.71815563
0.0,0.0,0.0,0.010101010101010102,4.718020678
0.0,0.0,0.3333333333333333,0.010101010101010102,4.71815563
0.0,0.0,0.6666666666666666,0.010101010101010102,4.71815563
0.0,0.0,1.0,0.1919191919191919,5.051194744
0.0,0.0,0.0,0.1919191919191919,5.051194744
0.0,0.0,0.3333333333333333,0.1919191919191919,5.051194744
0.0,0.0,0.6666666666666666,0.1919191919191919,5.051194744
0.0,0.0,1.0,0.04040404040404041,4.946186618
0.0,0.0,0.0,0.04040404040404041,4.946184483
0.0,1.0,0.0,0.09090909090909091,5.019398421
0.0,0.0,0.3333333333333333,0.04040404040404041,4.946186618
0.0,0.0,0.6666666666666666,0.04040404040404041,4.946186618
0.0,0.0,1.0,0.494949494949495,5.061161897
0.0,0.0,0.0,0.494949494949495,5.061161897
0.0,0.0,0.3333333333333333,0.494949494949495,5.061161897
0.0,0.0,0.6666666666666666,0.494949494949495,5.061161897
0.25,1.0,1.0,0.0,4.68779634
0.25,1.0,0.0,0.0,4.676592316
0.25,1.0,0.3333333333333333,0.0,4.68779634
0.25,1.0,0.6666666666666666,0.0,4.68779634
0.0,1.0,0.3333333333333333,0.09090909090909091,5.02012911
0.25,1.0,1.0,0.09090909090909091,5.080353221
0.25,1.0,0.0,0.09090909090909091,5.080145742
0.25,1.0,0.3333333333333333,0.09090909090909091,5.080357077
0.25,1.0,0.6666666666666666,0.09090909090909091,5.08035737
0.25,1.0,1.0,1.0,5.104190483
0.25,1.0,0.0,1.0,5.104190483
0.25,1.0,0.3333333333333333,1.0,5.104190483
0.25,1.0,0.6666666666666666,1.0,5.104190483
0.25,1.0,1.0,0.010101010101010102,4.892895336
0.25,1.0,0.0,0.010101010101010102,4.889213047
0.0,1.0,0.6666666666666666,0.09090909090909091,5.020135758
0.25,1.0,0.3333333333333333,0.010101010101010102,4.892895336
0.25,1.0,0.6666666666666666,0.010101010101010102,4.892895336
0.25,1.0,1.0,0.1919191919191919,5.093925707
0.25,1.0,0.0,0.1919191919191919,5.093925707
0.25,1.0,0.3333333333333333,0.1919191919191919,5.093925707
0.25,1.0,0.6666666666666666,0.1919191919191919,5.093925707
0.25,1.0,1.0,0.04040404040404041,5.031756014
0.25,1.0,0.0,0.04040404040404041,5.031031867
0.25,1.0,0.3333333333333333,0.04040404040404041,5.031756014
0.25,1.0,0.6666666666666666,0.04040404040404041,5.031756014
0.0,1.0,1.0,1.0,5.066154451
0.25,1.0,1.0,0.494949494949495,5.100760951
0.25,1.0,0.0,0.494949494949495,5.100760951
0.25,1.0,0.3333333333333333,0.494949494949495,5.100760951
0.25,1.0,0.6666666666666666,0.494949494949495,5.100760951
0.25,0.0,1.0,0.0,4.726992878
0.25,0.0,0.0,0.0,4.726862484
0.25,0.0,0.3333333333333333,0.0,4.726992878
0.25,0.0,0.6666666666666666,0.0,4.726992917
0.25,0.0,1.0,0.09090909090909091,5.085425876
0.25,0.0,0.0,0.09090909090909091,5.085429501
0.0,1.0,0.0,1.0,5.066154451
0.25,0.0,0.3333333333333333,0.09090909090909091,5.085422986
0.25,0.0,0.6666666666666666,0.09090909090909091,5.085429403
0.25,0.0,1.0,1.0,5.104194403
0.25,0.0,0.0,1.0,5.104194403
0.25,0.0,0.3333333333333333,1.0,5.104194403
0.25,0.0,0.6666666666666666,1.0,5.104194403
0.25,0.0,1.0,0.010101010101010102,4.915289944
0.25,0.0,0.0,0.010101010101010102,4.915280585
0.25,0.0,0.3333333333333333,0.010101010101010102,4.915289944
0.25,0.0,0.6666666666666666,0.010101010101010102,4.915289944
