spout,split,count,buffer-size,heap,<$latency
0.0,0.0,0.7272727272727273,0.0,0.3333333333333333,65.299
0.0,0.0,0.7272727272727273,0.0,1.0,66.392
0.0,0.0,0.7272727272727273,0.0075235349156944,0.0,63.421
0.0,0.0,0.7272727272727273,0.0075235349156944,0.3333333333333333,64.861
0.0,0.0,0.7272727272727273,0.0075235349156944,1.0,68.578
0.0,0.0,0.7272727272727273,0.04752811777960244,0.0,65.825
0.0,0.0,0.7272727272727273,0.04752811777960244,0.3333333333333333,65.498
0.0,0.0,0.7272727272727273,0.04752811777960244,1.0,72.766
0.0,0.0,0.7272727272727273,0.09774866810517673,0.0,64.194
0.0,0.0,0.7272727272727273,0.09774866810517673,0.3333333333333333,67.493
0.0,0.0,0.7272727272727273,0.09774866810517673,1.0,69.437
0.0,0.0,0.7272727272727273,1.0,0.0,68.127
0.0,0.0,0.7272727272727273,1.0,0.3333333333333333,65.76
0.0,0.0,0.7272727272727273,1.0,1.0,66.798
0.0,0.0,1.0,0.0,0.0,64.027
0.0,0.0,1.0,0.0,0.3333333333333333,63.527
0.0,0.0,1.0,0.0,1.0,64.588
0.0,0.0,1.0,0.0075235349156944,0.0,66.233
0.0,0.0,1.0,0.0075235349156944,0.3333333333333333,67.445
0.0,0.0,1.0,0.0075235349156944,1.0,68.492
0.0,0.0,1.0,0.04752811777960244,0.0,63.972
0.0,0.0,1.0,0.04752811777960244,0.3333333333333333,68.305
0.0,0.0,1.0,0.04752811777960244,1.0,65.733
0.0,0.0,1.0,0.09774866810517673,0.0,65.394
0.0,0.0,1.0,0.09774866810517673,0.3333333333333333,64.789
0.0,0.0,1.0,0.09774866810517673,1.0,66.966
0.0,0.0,1.0,1.0,0.0,66.596
0.0,0.0,1.0,1.0,0.3333333333333333,66.947
0.0,0.0,1.0,1.0,1.0,67.116
0.0,0.2,0.0,0.0,0.0,130.0
0.0,0.2,0.0,0.0,0.3333333333333333,125.61
0.0,0.2,0.0,0.0,1.0,124.28
0.0,0.2,0.0,0.0075235349156944,0.0,129.22
0.0,0.2,0.0,0.0075235349156944,0.3333333333333333,126.82
0.0,0.2,0.0,0.0075235349156944,1.0,127.36
0.0,0.2,0.0,0.04752811777960244,0.0,124.25
0.0,0.2,0.0,0.04752811777960244,0.3333333333333333,126.38
0.0,0.2,0.0,0.04752811777960244,1.0,124.54
0.0,0.2,0.0,0.09774866810517673,0.0,126.63
0.0,0.2,0.0,0.09774866810517673,0.3333333333333333,124.77
0.0,0.2,0.0,0.09774866810517673,1.0,122.71
0.0,0.2,0.0,1.0,0.0,126.01
0.0,0.2,0.0,1.0,0.3333333333333333,123.81
0.0,0.2,0.0,1.0,1.0,127.93
0.0,0.2,0.09090909090909091,0.0,0.0,86.081
0.0,0.2,0.09090909090909091,0.0,0.3333333333333333,85.93
0.0,0.2,0.09090909090909091,0.0,1.0,86.779
0.0,0.2,0.09090909090909091,0.0075235349156944,0.0,89.321
0.0,0.2,0.09090909090909091,0.0075235349156944,0.3333333333333333,85.569
0.0,0.2,0.09090909090909091,0.0075235349156944,1.0,88.202
0.0,0.2,0.09090909090909091,0.04752811777960244,0.0,85.496
0.0,0.2,0.09090909090909091,0.04752811777960244,0.3333333333333333,90.24
0.0,0.2,0.09090909090909091,0.04752811777960244,1.0,86.368
0.0,0.2,0.09090909090909091,0.09774866810517673,0.0,83.442
0.0,0.2,0.09090909090909091,0.09774866810517673,0.3333333333333333,86.291
0.0,0.2,0.09090909090909091,0.09774866810517673,1.0,87.62
0.0,0.2,0.09090909090909091,1.0,0.0,88.986
0.0,0.2,0.09090909090909091,1.0,0.3333333333333333,87.06
0.0,0.2,0.09090909090909091,1.0,1.0,83.516
0.0,0.2,0.18181818181818182,0.0,0.0,69.1
0.0,0.2,0.18181818181818182,0.0,0.3333333333333333,67.604
0.0,0.2,0.18181818181818182,0.0,1.0,67.396
0.0,0.2,0.18181818181818182,0.0075235349156944,0.0,67.328
0.0,0.2,0.18181818181818182,0.0075235349156944,0.3333333333333333,67.011
0.0,0.2,0.18181818181818182,0.0075235349156944,1.0,68.713
0.0,0.2,0.18181818181818182,0.04752811777960244,0.0,68.835
0.0,0.2,0.18181818181818182,0.04752811777960244,0.3333333333333333,69.457
0.0,0.2,0.18181818181818182,0.04752811777960244,1.0,65.23
0.0,0.2,0.18181818181818182,0.09774866810517673,0.0,72.272
0.0,0.2,0.18181818181818182,0.09774866810517673,0.3333333333333333,66.234
0.0,0.2,0.18181818181818182,0.09774866810517673,1.0,70.731
0.0,0.2,0.18181818181818182,1.0,0.0,70.993
0.0,0.2,0.18181818181818182,1.0,0.3333333333333333,68.822
0.0,0.2,0.18181818181818182,1.0,1.0,67.434
0.0,0.2,0.45454545454545453,0.0,0.0,56.933
0.0,0.2,0.45454545454545453,0.0,0.3333333333333333,55.122
0.0,0.2,0.45454545454545453,0.0,1.0,60.046
0.0,0.2,0.45454545454545453,0.0075235349156944,0.0,54.633
0.0,0.2,0.45454545454545453,0.0075235349156944,0.3333333333333333,55.711
0.0,0.2,0.45454545454545453,0.0075235349156944,1.0,55.96
0.0,0.2,0.45454545454545453,0.04752811777960244,0.0,57.059
0.0,0.2,0.45454545454545453,0.04752811777960244,0.3333333333333333,54.938
0.0,0.2,0.45454545454545453,0.04752811777960244,1.0,59.877
0.0,0.2,0.45454545454545453,0.09774866810517673,0.0,61.68
0.0,0.2,0.45454545454545453,0.09774866810517673,0.3333333333333333,60.02
0.0,0.2,0.45454545454545453,0.09774866810517673,1.0,55.344
0.0,0.2,0.45454545454545453,1.0,0.0,57.549
0.0,0.2,0.45454545454545453,1.0,0.3333333333333333,54.146
0.0,0.2,0.45454545454545453,1.0,1.0,61.412
0.0,0.2,0.7272727272727273,0.0,0.0,52.784
0.0,0.2,0.7272727272727273,0.0,0.3333333333333333,51.331
0.0,0.2,0.7272727272727273,0.0,1.0,47.622
0.0,0.2,0.7272727272727273,0.0075235349156944,0.0,52.377
0.0,0.2,0.7272727272727273,0.0075235349156944,0.3333333333333333,51.318
0.0,0.2,0.7272727272727273,0.0075235349156944,1.0,51.458
0.0,0.2,0.7272727272727273,0.04752811777960244,0.0,50.401
0.0,0.2,0.7272727272727273,0.04752811777960244,0.3333333333333333,49.527
0.0,0.2,0.7272727272727273,0.04752811777960244,1.0,53.326
0.0,0.2,0.7272727272727273,0.09774866810517673,0.0,51.911
0.0,0.2,0.7272727272727273,0.09774866810517673,0.3333333333333333,48.667
0.0,0.2,0.7272727272727273,0.09774866810517673,1.0,49.453
0.0,0.2,0.7272727272727273,1.0,0.0,51.98
0.0,0.2,0.7272727272727273,1.0,0.3333333333333333,49.111
0.0,0.2,0.7272727272727273,1.0,1.0,50.391
0.0,0.2,1.0,0.0,0.0,47.652
0.0,0.2,1.0,0.0,0.3333333333333333,47.513
0.0,0.2,1.0,0.0,1.0,49.505
0.0,0.2,1.0,0.0075235349156944,0.0,49.017
0.0,0.2,1.0,0.0075235349156944,0.3333333333333333,50.673
0.0,0.2,1.0,0.0075235349156944,1.0,51.311
0.0,0.2,1.0,0.04752811777960244,0.0,47.387
0.0,0.2,1.0,0.04752811777960244,0.3333333333333333,48.677
0.0,0.2,1.0,0.04752811777960244,1.0,51.366
0.0,0.2,1.0,0.09774866810517673,0.0,48.45
0.0,0.2,1.0,0.09774866810517673,0.3333333333333333,48.387
0.0,0.2,1.0,0.09774866810517673,1.0,51.406
0.0,0.2,1.0,1.0,0.0,49.514
0.0,0.2,1.0,1.0,0.3333333333333333,48.214
0.0,0.2,1.0,1.0,1.0,48.337
0.0,0.4,0.0,0.0,0.0,114.51
0.0,0.4,0.0,0.0,0.3333333333333333,111.58
0.0,0.4,0.0,0.0,1.0,109.16
0.0,0.4,0.0,0.0075235349156944,0.0,111.33
0.0,0.4,0.0,0.0075235349156944,0.3333333333333333,115.72
0.0,0.4,0.0,0.0075235349156944,1.0,113.69
0.0,0.4,0.0,0.04752811777960244,0.0,110.88
0.0,0.4,0.0,0.04752811777960244,0.3333333333333333,110.74
0.0,0.4,0.0,0.04752811777960244,1.0,114.93
0.0,0.4,0.0,0.09774866810517673,0.0,115.51
0.0,0.4,0.0,0.09774866810517673,0.3333333333333333,112.96
0.0,0.4,0.0,0.09774866810517673,1.0,110.72
0.0,0.4,0.0,1.0,0.0,112.78
0.0,0.4,0.0,1.0,0.3333333333333333,113.82
0.0,0.4,0.0,1.0,1.0,115.66
0.0,0.4,0.09090909090909091,0.0,0.0,85.765
0.0,0.4,0.09090909090909091,0.0,0.3333333333333333,81.884
0.0,0.4,0.09090909090909091,0.0,1.0,83.852
0.0,0.4,0.09090909090909091,0.0075235349156944,0.0,83.951
0.0,0.4,0.09090909090909091,0.0075235349156944,0.3333333333333333,80.612
0.0,0.4,0.09090909090909091,0.0075235349156944,1.0,84.664
0.0,0.4,0.09090909090909091,0.04752811777960244,0.0,84.692
0.0,0.4,0.09090909090909091,0.04752811777960244,0.3333333333333333,83.769
0.0,0.4,0.09090909090909091,0.04752811777960244,1.0,80.556
0.0,0.4,0.09090909090909091,0.09774866810517673,0.0,81.587
0.0,0.4,0.09090909090909091,0.09774866810517673,0.3333333333333333,82.684
0.0,0.4,0.09090909090909091,0.09774866810517673,1.0,82.358
0.0,0.4,0.09090909090909091,1.0,0.0,83.214
0.0,0.4,0.09090909090909091,1.0,0.3333333333333333,81.936
0.0,0.4,0.09090909090909091,1.0,1.0,84.691
0.0,0.4,0.18181818181818182,0.0,0.0,77.368
0.0,0.4,0.18181818181818182,0.0,0.3333333333333333,79.646
0.0,0.4,0.18181818181818182,0.0,1.0,78.132
0.0,0.4,0.18181818181818182,0.0075235349156944,0.0,76.613
0.0,0.4,0.18181818181818182,0.0075235349156944,0.3333333333333333,79.256
0.0,0.4,0.18181818181818182,0.0075235349156944,1.0,80.989
0.0,0.4,0.18181818181818182,0.04752811777960244,0.0,79.583
0.0,0.4,0.18181818181818182,0.04752811777960244,0.3333333333333333,75.422
0.0,0.4,0.18181818181818182,0.04752811777960244,1.0,81.16
0.0,0.4,0.18181818181818182,0.09774866810517673,0.0,78.38
0.0,0.4,0.18181818181818182,0.09774866810517673,0.3333333333333333,80.767
0.0,0.4,0.18181818181818182,0.09774866810517673,1.0,81.158
0.0,0.4,0.18181818181818182,1.0,0.0,79.414
0.0,0.4,0.18181818181818182,1.0,0.3333333333333333,77.475
0.0,0.4,0.18181818181818182,1.0,1.0,79.703
0.0,0.4,0.45454545454545453,0.0,0.0,70.066
0.0,0.4,0.45454545454545453,0.0,0.3333333333333333,75.441
0.0,0.4,0.45454545454545453,0.0,1.0,77.458
0.0,0.4,0.45454545454545453,0.0075235349156944,0.0,78.001
0.0,0.4,0.45454545454545453,0.0075235349156944,0.3333333333333333,74.61
0.0,0.4,0.45454545454545453,0.0075235349156944,1.0,77.761
0.0,0.4,0.45454545454545453,0.04752811777960244,0.0,72.203
0.0,0.4,0.45454545454545453,0.04752811777960244,0.3333333333333333,73.688
0.0,0.4,0.45454545454545453,0.04752811777960244,1.0,73.094
0.0,0.4,0.45454545454545453,0.09774866810517673,0.0,72.387
0.0,0.4,0.45454545454545453,0.09774866810517673,0.3333333333333333,78.924
0.0,0.4,0.45454545454545453,0.09774866810517673,1.0,77.046
0.0,0.4,0.45454545454545453,1.0,0.0,76.743
0.0,0.4,0.45454545454545453,1.0,0.3333333333333333,71.95
0.0,0.4,0.45454545454545453,1.0,1.0,73.217
0.0,0.4,0.7272727272727273,0.0,0.0,75.039
0.0,0.4,0.7272727272727273,0.0,0.3333333333333333,73.809
0.0,0.4,0.7272727272727273,0.0,1.0,73.267
0.0,0.4,0.7272727272727273,0.0075235349156944,0.0,72.712
0.0,0.4,0.7272727272727273,0.0075235349156944,0.3333333333333333,79.374
0.0,0.4,0.7272727272727273,0.0075235349156944,1.0,76.017
0.0,0.4,0.7272727272727273,0.04752811777960244,0.0,76.528
0.0,0.4,0.7272727272727273,0.04752811777960244,0.3333333333333333,74.668
0.0,0.4,0.7272727272727273,0.04752811777960244,1.0,70.247
0.0,0.4,0.7272727272727273,0.09774866810517673,0.0,72.372
0.0,0.4,0.7272727272727273,0.09774866810517673,0.3333333333333333,71.982
0.0,0.4,0.7272727272727273,0.09774866810517673,1.0,74.176
0.0,0.4,0.7272727272727273,1.0,0.0,78.109
0.0,0.4,0.7272727272727273,1.0,0.3333333333333333,80.847
0.0,0.4,0.7272727272727273,1.0,1.0,71.174
0.0,0.4,1.0,0.0,0.0,69.522
0.0,0.4,1.0,0.0,0.3333333333333333,77.264
0.0,0.4,1.0,0.0,1.0,74.205
0.0,0.4,1.0,0.0075235349156944,0.0,73.478
0.0,0.4,1.0,0.0075235349156944,0.3333333333333333,72.016
0.0,0.4,1.0,0.0075235349156944,1.0,72.043
0.0,0.4,1.0,0.04752811777960244,0.0,74.759
0.0,0.4,1.0,0.04752811777960244,0.3333333333333333,71.588
0.0,0.4,1.0,0.04752811777960244,1.0,74.428
0.0,0.4,1.0,0.09774866810517673,0.0,68.503
0.0,0.4,1.0,0.09774866810517673,0.3333333333333333,72.683
0.0,0.4,1.0,0.09774866810517673,1.0,77.372
0.0,0.4,1.0,1.0,0.0,72.286
0.0,0.4,1.0,1.0,0.3333333333333333,72.6
0.0,0.4,1.0,1.0,1.0,71.152
0.0,1.0,0.0,0.0,0.0,111.07
0.0,1.0,0.0,0.0,0.3333333333333333,113.18
0.0,1.0,0.0,0.0,1.0,106.99
0.0,1.0,0.0,0.0075235349156944,0.0,113.32
0.0,1.0,0.0,0.0075235349156944,0.3333333333333333,114.01
0.0,1.0,0.0,0.0075235349156944,1.0,112.2
0.0,1.0,0.0,0.04752811777960244,0.0,112.01
0.0,1.0,0.0,0.04752811777960244,0.3333333333333333,111.72
0.0,1.0,0.0,0.04752811777960244,1.0,109.39
0.0,1.0,0.0,0.09774866810517673,0.0,109.33
0.0,1.0,0.0,0.09774866810517673,0.3333333333333333,113.06
0.0,1.0,0.0,0.09774866810517673,1.0,110.88
0.0,1.0,0.0,1.0,0.0,108.42
0.0,1.0,0.0,1.0,0.3333333333333333,109.87
0.0,1.0,0.0,1.0,1.0,110.3
0.0,1.0,0.09090909090909091,0.0,0.0,79.968
0.0,1.0,0.09090909090909091,0.0,0.3333333333333333,81.686
0.0,1.0,0.09090909090909091,0.0,1.0,82.245
0.0,1.0,0.09090909090909091,0.0075235349156944,0.0,79.661
0.0,1.0,0.09090909090909091,0.0075235349156944,0.3333333333333333,80.944
0.0,1.0,0.09090909090909091,0.0075235349156944,1.0,83.558
0.0,1.0,0.09090909090909091,0.04752811777960244,0.0,79.851
0.0,1.0,0.09090909090909091,0.04752811777960244,0.3333333333333333,78.883
0.0,1.0,0.09090909090909091,0.04752811777960244,1.0,81.386
0.0,1.0,0.09090909090909091,0.09774866810517673,0.0,81.21
0.0,1.0,0.09090909090909091,0.09774866810517673,0.3333333333333333,82.823
0.0,1.0,0.09090909090909091,0.09774866810517673,1.0,82.42
0.0,1.0,0.09090909090909091,1.0,0.0,82.671
0.0,1.0,0.09090909090909091,1.0,0.3333333333333333,80.739
0.0,1.0,0.09090909090909091,1.0,1.0,81.601
0.0,1.0,0.18181818181818182,0.0,0.0,80.408
0.0,1.0,0.18181818181818182,0.0,0.3333333333333333,78.982
0.0,1.0,0.18181818181818182,0.0,1.0,77.938
0.0,1.0,0.18181818181818182,0.0075235349156944,0.0,79.831
0.0,1.0,0.18181818181818182,0.0075235349156944,0.3333333333333333,79.414
0.0,1.0,0.18181818181818182,0.0075235349156944,1.0,79.89
0.0,1.0,0.18181818181818182,0.04752811777960244,0.0,77.633
0.0,1.0,0.18181818181818182,0.04752811777960244,0.3333333333333333,76.43
0.0,1.0,0.18181818181818182,0.04752811777960244,1.0,79.76
0.0,1.0,0.18181818181818182,0.09774866810517673,0.0,76.828
0.0,1.0,0.18181818181818182,0.09774866810517673,0.3333333333333333,78.571
0.0,1.0,0.18181818181818182,0.09774866810517673,1.0,76.464
0.0,1.0,0.18181818181818182,1.0,0.0,80.216
0.0,1.0,0.18181818181818182,1.0,0.3333333333333333,76.717
0.0,1.0,0.18181818181818182,1.0,1.0,76.921
0.0,1.0,0.45454545454545453,0.0,0.0,73.086
0.0,1.0,0.45454545454545453,0.0,0.3333333333333333,73.832
0.0,1.0,0.45454545454545453,0.0,1.0,68.589
0.0,1.0,0.45454545454545453,0.0075235349156944,0.0,73.452
0.0,1.0,0.45454545454545453,0.0075235349156944,0.3333333333333333,68.725
0.0,1.0,0.45454545454545453,0.0075235349156944,1.0,73.119
0.0,1.0,0.45454545454545453,0.04752811777960244,0.0,73.099
0.0,1.0,0.45454545454545453,0.04752811777960244,0.3333333333333333,75.418
0.0,1.0,0.45454545454545453,0.04752811777960244,1.0,72.833
0.0,1.0,0.45454545454545453,0.09774866810517673,0.0,71.984
0.0,1.0,0.45454545454545453,0.09774866810517673,0.3333333333333333,74.836
0.0,1.0,0.45454545454545453,0.09774866810517673,1.0,74.464
0.0,1.0,0.45454545454545453,1.0,0.0,73.065
0.0,1.0,0.45454545454545453,1.0,0.3333333333333333,77.633
0.0,1.0,0.45454545454545453,1.0,1.0,73.818
0.0,1.0,0.7272727272727273,0.0,0.0,70.633
0.0,1.0,0.7272727272727273,0.0,0.3333333333333333,75.382
0.0,1.0,0.7272727272727273,0.0,1.0,69.907
0.0,1.0,0.7272727272727273,0.0075235349156944,0.0,71.339
0.0,1.0,0.7272727272727273,0.0075235349156944,0.3333333333333333,70.547
0.0,1.0,0.7272727272727273,0.0075235349156944,1.0,70.055
0.0,1.0,0.7272727272727273,0.04752811777960244,0.0,72.962
0.0,1.0,0.7272727272727273,0.04752811777960244,0.3333333333333333,71.228
0.0,1.0,0.7272727272727273,0.04752811777960244,1.0,67.546
0.0,1.0,0.7272727272727273,0.09774866810517673,0.0,72.943
0.0,1.0,0.7272727272727273,0.09774866810517673,0.3333333333333333,70.041
0.0,1.0,0.7272727272727273,0.09774866810517673,1.0,69.196
0.0,1.0,0.7272727272727273,1.0,0.0,70.733
0.0,1.0,0.7272727272727273,1.0,0.3333333333333333,71.964
0.0,1.0,0.7272727272727273,1.0,1.0,67.548
0.0,1.0,1.0,0.0,0.0,72.155
0.0,1.0,1.0,0.0,0.3333333333333333,68.597
0.0,1.0,1.0,0.0,1.0,69.739
0.0,1.0,1.0,0.0075235349156944,0.0,68.083
0.0,1.0,1.0,0.0075235349156944,0.3333333333333333,67.695
0.0,1.0,1.0,0.0075235349156944,1.0,66.109
0.0,1.0,1.0,0.04752811777960244,0.0,68.332
0.0,1.0,1.0,0.04752811777960244,0.3333333333333333,70.048
0.0,1.0,1.0,0.04752811777960244,1.0,68.601
0.0,1.0,1.0,0.09774866810517673,0.0,70.402
0.0,1.0,1.0,0.09774866810517673,0.3333333333333333,65.751
0.0,1.0,1.0,0.09774866810517673,1.0,65.505
0.0,1.0,1.0,1.0,0.0,68.497
0.0,1.0,1.0,1.0,0.3333333333333333,67.485
0.0,1.0,1.0,1.0,1.0,66.105
0.5,0.0,0.0,0.0,0.0,255.27
0.5,0.0,0.0,0.0,0.3333333333333333,253.1
0.5,0.0,0.0,0.0,1.0,257.3
0.5,0.0,0.0,0.0075235349156944,0.0,259.56
0.5,0.0,0.0,0.0075235349156944,0.3333333333333333,246.38
0.5,0.0,0.0,0.0075235349156944,1.0,262.75
0.5,0.0,0.0,0.04752811777960244,0.0,251.14
0.5,0.0,0.0,0.04752811777960244,0.3333333333333333,247.37
0.5,0.0,0.0,0.04752811777960244,1.0,241.58
0.5,0.0,0.0,0.09774866810517673,0.0,250.3
0.5,0.0,0.0,0.09774866810517673,0.3333333333333333,254.98
0.5,0.0,0.0,0.09774866810517673,1.0,247.42
0.5,0.0,0.0,1.0,0.0,251.79
0.5,0.0,0.0,1.0,0.3333333333333333,248.27
0.5,0.0,0.0,1.0,1.0,249.53
0.5,0.0,0.09090909090909091,0.0,0.0,174.2
0.5,0.0,0.09090909090909091,0.0,0.3333333333333333,186.79
0.5,0.0,0.09090909090909091,0.0,1.0,179.17
0.5,0.0,0.09090909090909091,0.0075235349156944,0.0,185.16
0.5,0.0,0.09090909090909091,0.0075235349156944,0.3333333333333333,175.1
0.5,0.0,0.09090909090909091,0.0075235349156944,1.0,172.87
0.5,0.0,0.09090909090909091,0.04752811777960244,0.0,179.53
0.5,0.0,0.09090909090909091,0.04752811777960244,0.3333333333333333,180.51
0.5,0.0,0.09090909090909091,0.04752811777960244,1.0,174.97
0.5,0.0,0.09090909090909091,0.09774866810517673,0.0,172.79
0.5,0.0,0.09090909090909091,0.09774866810517673,0.3333333333333333,173.7
0.5,0.0,0.09090909090909091,0.09774866810517673,1.0,170.79
0.5,0.0,0.09090909090909091,1.0,0.0,177.47
0.5,0.0,0.09090909090909091,1.0,0.3333333333333333,179.02
0.5,0.0,0.09090909090909091,1.0,1.0,172.71
0.5,0.0,0.18181818181818182,0.0,0.0,162.45
0.5,0.0,0.18181818181818182,0.0,0.3333333333333333,165.61
0.5,0.0,0.18181818181818182,0.0,1.0,156.0
0.5,0.0,0.18181818181818182,0.0075235349156944,0.0,164.9
0.5,0.0,0.18181818181818182,0.0075235349156944,0.3333333333333333,154.68
0.5,0.0,0.18181818181818182,0.0075235349156944,1.0,157.74
0.5,0.0,0.18181818181818182,0.04752811777960244,0.0,154.0
0.5,0.0,0.18181818181818182,0.04752811777960244,0.3333333333333333,175.49
0.5,0.0,0.18181818181818182,0.04752811777960244,1.0,161.1
0.5,0.0,0.18181818181818182,0.09774866810517673,0.0,166.29
0.5,0.0,0.18181818181818182,0.09774866810517673,0.3333333333333333,159.83
0.5,0.0,0.18181818181818182,0.09774866810517673,1.0,158.23
0.5,0.0,0.18181818181818182,1.0,0.0,159.21
0.5,0.0,0.18181818181818182,1.0,0.3333333333333333,154.49
0.5,0.0,0.18181818181818182,1.0,1.0,157.12
0.5,0.0,0.45454545454545453,0.0,0.0,146.25
0.5,0.0,0.45454545454545453,0.0,0.3333333333333333,160.87
0.5,0.0,0.45454545454545453,0.0,1.0,153.25
0.5,0.0,0.45454545454545453,0.0075235349156944,0.0,159.03
0.5,0.0,0.45454545454545453,0.0075235349156944,0.3333333333333333,147.79
0.5,0.0,0.45454545454545453,0.0075235349156944,1.0,152.6
0.5,0.0,0.45454545454545453,0.04752811777960244,0.0,153.92
0.5,0.0,0.45454545454545453,0.04752811777960244,0.3333333333333333,150.2
0.5,0.0,0.45454545454545453,0.04752811777960244,1.0,151.61
0.5,0.0,0.45454545454545453,0.09774866810517673,0.0,156.51
0.5,0.0,0.45454545454545453,0.09774866810517673,0.3333333333333333,150.61
0.5,0.0,0.45454545454545453,0.09774866810517673,1.0,156.49
0.5,0.0,0.45454545454545453,1.0,0.0,153.27
0.5,0.0,0.45454545454545453,1.0,0.3333333333333333,160.22
0.5,0.0,0.45454545454545453,1.0,1.0,155.2
0.5,0.0,0.7272727272727273,0.0,0.0,150.8
0.5,0.0,0.7272727272727273,0.0,0.3333333333333333,137.56
0.5,0.0,0.7272727272727273,0.0,1.0,138.47
0.5,0.0,0.7272727272727273,0.0075235349156944,0.0,143.77
0.5,0.0,0.7272727272727273,0.0075235349156944,0.3333333333333333,141.57
0.5,0.0,0.7272727272727273,0.0075235349156944,1.0,147.66
0.5,0.0,0.7272727272727273,0.04752811777960244,0.0,144.94
0.5,0.0,0.7272727272727273,0.04752811777960244,0.3333333333333333,148.99
0.5,0.0,0.7272727272727273,0.04752811777960244,1.0,143.56
0.5,0.0,0.7272727272727273,0.09774866810517673,0.0,142.71
0.5,0.0,0.7272727272727273,0.09774866810517673,0.3333333333333333,143.54
0.5,0.0,0.7272727272727273,0.09774866810517673,1.0,147.37
0.5,0.0,0.7272727272727273,1.0,0.0,147.23
0.5,0.0,0.7272727272727273,1.0,0.3333333333333333,139.24
